"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hospital Central Norte","Ciudad de México","PEMEX","DFPMX000012","100"
"Hgr 1 V. Guerrero","Guerrero","IMSS","GRIMS000013","100"
"Hgz 32 Villa Coapa","Ciudad de México","IMSS","DFIMS000126","100"
"Centro Estatal de Cuidados Críticos Salamanca","Guanajuato","SSA","GTSSA017315","100"
"Lic. Adolfo Lopez Mateos","Ciudad de México","ISSSTE","DFIST000201","100"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","100"
"Centro Regional de Desarrollo Infantil y Estimulación Temprana","Oaxaca","SSA","OCSSA021312","100"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","100"
"Hospital General Pachuca","Hidalgo","SSA","HGSSA002430","100"
"Fray Junipero Serra","Baja California","ISSSTE","BCIST000093","100"
"Instituto Nacional de Ciencias Médicas Y Nutrición Salvador Zubirán","Ciudad de México","SSA/CC","DFSSA004055","100"
"Hgz 30 Iztacalco","Ciudad de México","IMSS","DFIMS000324","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"Leon","Guanajuato","ISSSTE","GTIST000091","100"
"Hospital Naval de Mazatlan","Sinaloa","SEMAR","SLSMA000022","100"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","100"
"Rafael Lucio","Veracruz de Ignacio de La Llave","SSA","VZSSA004855","100"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","100"
"Hospital General Actopan","Hidalgo","SSA","HGSSA000156","100"
"Hospital Regional  Poza Rica de Hidalgo","Veracruz de Ignacio de La Llave","SSA","VZSSA004744","100"
"Hospital Regional Poza Rica","Veracruz de Ignacio de La Llave","PEMEX","VZPMX000066","100"
"Hospital General de Valladolid","Yucatán","SSA","YNSSA013440","100"
"Enfermería Militar de Zapopan Jal.","Jalisco","SEDENA","JCSDN000034","100"
"H.g. Valentín Gómez Farías (san Francisco Zentlalpan)","México","SSA","MCSSA018750","100"
"Hgz 3 Mante","Tamaulipas","IMSS","TSIMS000182","100"
"Dr. Dario Fernandez Fierro","Ciudad de México","ISSSTE","DFIST000324","100"
"Hgz 24 Insurgentes","Ciudad de México","IMSS","DFIMS000225","100"
"Aguascalientes","Aguascalientes","ISSSTE","ASIST000016","100"
"Hg de Jojutla Dr. Ernesto Meana San Román","Morelos","SSA","MSSSA000961","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Hgr 20 Tijuana","Baja California","IMSS","BCIMS000262","100"
"Instituto Nacional de Perinatología Isidro Espinosa de Los Reyes","Ciudad de México","SSA/CC","DFSSA004096","100"
"Hospital General de Zona No 33","Nayarit","IMSS","NTIMS000342","100"
"Hospital General Tláhuac","Ciudad de México","SSA","DFSSA018154","100"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","100"
"H.g. Dr. Maximiliano Ruíz Castañeda","México","SSA","MCSSA004074","100"
"Hgz 47 Vicente Guerrero","Ciudad de México","IMSS","DFIMS000365","100"
"Hospital General Dr. Manuel Gea González","Ciudad de México","SSA/CC","DFSSA003961","100"
"Hospital Central Militar","Ciudad de México","SEDENA","DFSDN000086","100"
"Villa Ocaranza","Hidalgo","SSA","HGSSA003941","100"
"Hospital General Atlacomulco","México","SSA","MCSSA010123","100"
"Hospital General Dr. Enrique Cabrera","Ciudad de México","SSA","DFSSA017886","100"
"Hgs 33 Tizayuca","Hidalgo","IMSS","HGIMS000135","100"
"Enfermería Militar de Temamatla Mex.","México","SEDENA","MCSDN000011","100"
"Hgz 58 Las Margaritas","México","IMSS","MCIMS000734","98"
"Hgzmf 8 San Angel","Ciudad de México","IMSS","DFIMS000464","98"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","98"
"Hes Cm La Raza","Ciudad de México","IMSS","DFIMS000020","98"
"Dr. Manuel Cardenas de La Vega","Sinaloa","ISSSTE","SLIST000085","96"
"Hes Cmn Siglo Xxi","Ciudad de México","IMSS","DFIMS000580","94"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","94"
"Hospital General de Tulancingo","Hidalgo","SSA","HGSSA018000","93"
"Troncoso","Ciudad de México","IMSS","DFIMS000312","92"
"Hospital General Dr. Raymundo Abarca Alarcón","Guerrero","SSA","GRSSA009950","92"
