"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas","Ciudad de México","SSA/CC","DFSSA004026","100"
"Hinfec Cm La Raza","Ciudad de México","IMSS","DFIMS000056","88"
"Hgz 71 Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001124","67"
"Hgz 1 Oaxaca","Oaxaca","IMSS","OCIMS000136","67"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","50"
"Hospital Juárez de México","Ciudad de México","SSA/CC","DFSSA003944","50"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","47"
"Gomez Palacio","Durango","ISSSTE","DGIST000054","33"
"Hgr 196 Fidel Velazquez","México","IMSS","MCIMS000244","33"
"Instituto Nacional de Cancerología","Ciudad de México","SSA/CC","DFSSA004043","33"
"Instituto Nacional de Rehabilitación","Ciudad de México","SSA/CC","DFSSA003956","27"
"Hgzmf 2 Saltillo","Coahuila de Zaragoza","IMSS","CLIMS000333","25"
"Hgz 18 Playa del Carmen","Quintana Roo","IMSS","QRIMS000154","25"
"Hes 1 Merida","Yucatán","IMSS","YNIMS000071","25"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","25"
"Hgr 1 Ignacio García Tellez","Yucatán","IMSS","YNIMS000083","20"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","20"
"Hgr 72 Gustavo Baz","México","IMSS","MCIMS000746","20"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","20"
"Hes Puebla","Puebla","IMSS","PLIMS000200","18"
"Hospital Regional de Alta Especialidad Ixtapaluca","México","SSA/CC","MCSSA018786","17"
"Hes 71 Torreon","Coahuila de Zaragoza","IMSS","CLIMS000490","14"
"Hes 2 Cm Obregon","Sonora","IMSS","SRIMS000150","10"
"Hgrmf 1 Cuernavaca","Morelos","IMSS","MSIMS000054","10"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","10"
"Dr. Santiago Ramon Y Cajal","Durango","ISSSTE","DGIST000042","8"
"Hes Cmn Siglo Xxi","Ciudad de México","IMSS","DFIMS000580","8"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","7"
"Morelia","Michoacán de Ocampo","ISSSTE","MNIST000120","6"
"Monterrey","Nuevo León","ISSSTE","NLIST000105","5"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","5"
"Toluca","México","ISSSTE","MCIST000215","3"
"Hgz 1 Zacatecas","Zacatecas","IMSS","ZSIMS000353","0"
"Hgz 30 Mexicali","Baja California","IMSS","BCIMS000122","0"
"Hgz 14 C/unidad Quemados","Sonora","IMSS","SRIMS000900","0"
"Dr. Fernando Ocaranza","Sonora","ISSSTE","SRIST000133","0"
"Hgzmf 8 Zihuatanejo","Guerrero","IMSS","GRIMS000124","0"
"Hospital General Regional No. 2 El Marques","Querétaro","IMSS","QTIMS000285","0"
"Hgr 1 Queretaro","Querétaro","IMSS","QTIMS000092","0"
"Dr. Ismael Vazquez Ortiz","Querétaro","ISSSTE","QTIST000046","0"
"Valentin Gomez Farias","Jalisco","ISSSTE","JCIST000132","0"
"Hgzmf 24 Nueva Rosita","Coahuila de Zaragoza","IMSS","CLIMS000391","0"
"Hgz 2 Fresnillo","Zacatecas","IMSS","ZSIMS000090","0"
"Hgzmf 2 Irapuato","Guanajuato","IMSS","GTIMS000185","0"
