"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hospital General Navojoa","Sonora","SSA","SRSSA001670","100"
"H.g. Jilotepec","México","SSA","MCSSA010053","100"
"Hospital Real San José S.c","Jalisco","SMP","JCSMP000313","100"
"HG Chilapa de Álvarez","Guerrero","SSA","GRSSA003423","100"
"Centro Médico Lic. Adolfo López Mateos","México","SSA","MCSSA010222","100"
"H.g. Dr. Nicolás San Juan","México","SSA","MCSSA007661","100"
"Celaya","Guanajuato","ISSSTE","GTIST000045","100"
"Hospital Para El Niño Imiem","México","SME","MCSME000011","100"
"Presidente Benito Juarez","Oaxaca","ISSSTE","OCIST000112","100"
"Hospital Militar Regional de Mérida Yuc.","Yucatán","SEDENA","YNSDN000014","100"
"Hg Oaxaca Dr. Aurelio Valdivieso","Oaxaca","SSA","OCSSA000985","100"
"Hgz 1 Oaxaca","Oaxaca","IMSS","OCIMS000136","100"
"Cessa Maximiliano Dorantes","Tabasco","SSA","TCSSA001245","100"
"H.g. Texcoco Guadalupe Victoria Bicentenario","México","SSA","MCSSA018412","100"
"Hgz 17 Monterrey","Nuevo León","IMSS","NLIMS000356","100"
"Tampico","Tamaulipas","ISSSTE","TSIST000182","100"
"Hgr 251 Metepec","México","IMSS","MCIMS001185","100"
"Leon","Guanajuato","ISSSTE","GTIST000091","100"
"Hospital Regional Cd. Madero","Tamaulipas","PEMEX","TSPMX000010","100"
"Hgr 6 Cd. Madero","Tamaulipas","IMSS","TSIMS000071","100"
"Hospital General Tula","Hidalgo","SSA","HGSSA015532","100"
"Hospital General Cd. del Carmen","Campeche","PEMEX","CCPMX000013","100"
"Hospital General San Felipe del Progreso","México","SSA","MCSSA005095","100"
"Hospital Militar Regional de Irapuato Gto.","Guanajuato","SEDENA","GTSDN000010","100"
"Hospital General Ixtlahuaca Valentin Gómez Farías","México","SSA","MCSSA002872","100"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","100"
"Hospital General Ixtapan de La Sal","México","SSA","MCSSA010251","100"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","100"
"Hospital Militar de Zona de Mexicali B. C.","Baja California","SEDENA","BCSDN000012","100"
"Hospital General Miguel Hidalgo Y Costilla Bicentenario","México","SSA","MCSSA005730","100"
"Ocosingo","Chiapas","ISSSTE","CSIST000140","100"
"Hospital General Regional No. 2 El Marques","Querétaro","IMSS","QTIMS000285","100"
"Xalapa","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000120","100"
"Ocozocoautla de Espinosa","Chiapas","IMSS-BIENESTAR","CSIMO003081","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","100"
"Dr. Belisario Dominguez","Chiapas","ISSSTE","CSIST000251","100"
"Hgs 54 Silao","Guanajuato","IMSS","GTIMS000506","100"
"Hospital General San Francisco","Nayarit","SSA","NTSSA002084","100"
"Hecelchakán","Campeche","IMSS-BIENESTAR","CCIMO000232","100"
"Hospital Regional de Ciudad Guzman","Jalisco","SSA","JCSSA001326","100"
"Instituto Nacional de Ciencias Médicas Y Nutrición Salvador Zubirán","Ciudad de México","SSA/CC","DFSSA004055","100"
"Hospital General Culiacan","Sinaloa","SSA","SLSSA002660","100"
"Dr. Dario Fernandez Fierro","Ciudad de México","ISSSTE","DFIST000324","100"
"Chilpancingo de Los Bravo","Guerrero","ISSSTE","GRIST000112","100"
"Hospital de Especialidades de Chetumal","Quintana Roo","SSA","QRSSA001843","100"
"Dr. Miguel Trejo Ochoa","Colima","ISSSTE","CMIST000010","100"
"Hgz 14 C/unidad Quemados","Sonora","IMSS","SRIMS000900","98"
"Hes 1 Leon","Guanajuato","IMSS","GTIMS000226","97"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","96"
"Hgr 270 Reynosa","Tamaulipas","IMSS","TSIMS000533","95"
"Hgz 58 Las Margaritas","México","IMSS","MCIMS000734","94"
"Hgr 110 Oblatos","Jalisco","IMSS","JCIMS000354","93"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","93"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","92"
"Hospital Regional de Alta Especialidad de Zumpango","México","SSA","MCSSA018774","91"
"Hgz 30 Mexicali","Baja California","IMSS","BCIMS000122","91"
"Hgz 98 Coacalco","México","IMSS","MCIMS000080","90"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","90"
"Hospital Militar Regional de Acapulco Gro.","Guerrero","SEDENA","GRSDN000014","90"
"Hgzmf 3 Mazatlan","Sinaloa","IMSS","SLIMS000341","90"
"Troncoso","Ciudad de México","IMSS","DFIMS000312","89"
"Morelia","Michoacán de Ocampo","ISSSTE","MNIST000120","88"
"Hospital General Dr. Raymundo Abarca Alarcón","Guerrero","SSA","GRSSA009950","88"
"Dr. Santiago Ramon Y Cajal","Durango","ISSSTE","DGIST000042","88"
"Acapulco","Guerrero","ISSSTE","GRIST000025","88"
"Hospital General Los Mochis","Sinaloa","SSA","SLSSA000024","88"
"Hes Puebla","Puebla","IMSS","PLIMS000200","88"
"Hgzmf 1 Chetumal","Quintana Roo","IMSS","QRIMS000031","86"
"Hgzmf 2 Apizaco","Tlaxcala","IMSS","TLIMS000030","86"
"Hospital Militar de Zona de Santa María Rayón","México","SEDENA","MCSDN000385","86"
"Hinfec Cm La Raza","Ciudad de México","IMSS","DFIMS000056","85"
"Hgz No. 20","Puebla","IMSS","PLIMS000586","84"
"Hgz 57 La Quebrada","México","IMSS","MCIMS000874","83"
"Hgz 46 Dr. B Reynés B","Tabasco","IMSS","TCIMS000121","83"
"Hg Cm La Raza","Ciudad de México","IMSS","DFIMS000061","82"
"Hgzmf 1 Tapachula","Chiapas","IMSS","CSIMS000205","81"
"Hospital Naval de Acapulco","Guerrero","SEMAR","GRSMA000015","81"
"Hgz 68 Tulpetlac","México","IMSS","MCIMS000990","81"
"Hospital de Traumatología Y Ortopedia Doctor Y General Rafael Moreno Valle","Puebla","SSA","PLSSA009394","81"
"Hospital General Dr. Desiderio G. Rosado Carbajal","Tabasco","SSA","TCSSA017420","80"
"Hospital General de Axapusco","México","SSA","MCSSA014143","80"
"Monterrey","Nuevo León","ISSSTE","NLIST000105","80"
"Chetumal","Quintana Roo","ISSSTE","QRIST000043","80"
"19 (extensión Hospital Pachuca)","Hidalgo","SSA","HGSSA005020","80"
"Hgz 49 Los Mochis","Sinaloa","IMSS","SLIMS000020","79"
"Hospital Juárez de México","Ciudad de México","SSA/CC","DFSSA003944","79"
"H.g. José Vicente Villada","México","SSA","MCSSA001636","78"
"Hgz 4 Villa Guadalupe","Nuevo León","IMSS","NLIMS000204","78"
"Hes 1 Merida","Yucatán","IMSS","YNIMS000071","78"
"Hgzmf 8 San Angel","Ciudad de México","IMSS","DFIMS000464","78"
"Hes 2 Cm Obregon","Sonora","IMSS","SRIMS000150","77"
"Hgr 1 Ignacio García Tellez","Yucatán","IMSS","YNIMS000083","77"
"19","Guanajuato","SSA","GTSSA002101","76"
"81/o. Batallón de Infanteria","Ciudad de México","SEDENA","DFSDN000115","75"
"Dr. Manuel Cardenas de La Vega","Sinaloa","ISSSTE","SLIST000085","75"
"Hospital Universitario Dr. José Eleuterio González","Nuevo León","HUN","NLHUN000014","75"
"Hospital General de Zona No. 1","Colima","IMSS","CMIMS000186","75"
"Hospital de Alta Especialidad de Veracruz","Veracruz de Ignacio de La Llave","SSA","VZSSA006972","75"
"Hospital General de Gómez Palacio","Durango","SSA","DGSSA000676","75"
"Hospital General de Zona No. 5","Sonora","IMSS","SRIMS000920","74"
