"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Cd. Juarez","Chihuahua","ISSSTE","CHIST000112","100"
"Hgr 20 Tijuana","Baja California","IMSS","BCIMS000262","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Hgz 27 Tlatelolco","Ciudad de México","IMSS","DFIMS000621","100"
"Dr. Daniel Gurria Urgell","Tabasco","ISSSTE","TCIST000063","100"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","100"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","100"
"Hosp. Gral. Renacimiento","Guerrero","SSA","GRSSA000034","92"
"H.g. Dr.salvador González Herrejon","México","SSA","MCSSA001011","90"
"Instituto Nacional de Rehabilitación","Ciudad de México","SSA/CC","DFSSA003956","89"
"Hospital General Lázaro Cárdenas","Michoacán de Ocampo","SSA","MNSSA001722","83"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","83"
"Hgr 72 Gustavo Baz","México","IMSS","MCIMS000746","74"
"Hgz 32 Villa Coapa","Ciudad de México","IMSS","DFIMS000126","71"
"Dr. Dario Fernandez Fierro","Ciudad de México","ISSSTE","DFIST000324","71"
"Centro Médico Lic. Adolfo López Mateos","México","SSA","MCSSA010222","69"
"Hgz 71 Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001124","62"
"Hgz 197 Texcoco","México","IMSS","MCIMS000961","61"
"H.g. Dr. José María Rodríguez","México","SSA","MCSSA002184","61"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","56"
"Dr. Manuel Cardenas de La Vega","Sinaloa","ISSSTE","SLIST000085","56"
"Hgzmf 10 S. Ixcuintla","Nayarit","IMSS","NTIMS000144","56"
"Hgz 46 Gomez Palacio","Durango","IMSS","DGIMS000083","55"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","53"
"Hgz 4 Celaya","Guanajuato","IMSS","GTIMS000062","50"
"Hospital General de Axapusco","México","SSA","MCSSA014143","50"
"Dr. Francisco Galindo Chavez","Coahuila de Zaragoza","ISSSTE","CLIST000123","50"
"Hospital General Patzcuaro","Michoacán de Ocampo","SSA","MNSSA005280","50"
"Hospital General Regional No. 200","México","IMSS","MCIMS001171","49"
"Hgz 1a Venados","Ciudad de México","IMSS","DFIMS000522","49"
"Hg La Piedad","Michoacán de Ocampo","SSA","MNSSA016533","45"
"Hospital General Dr. Raymundo Abarca Alarcón","Guerrero","SSA","GRSSA009950","42"
"Hospital General Ometepec","Guerrero","SSA","GRSSA005762","40"
"Hgsmf 3 Chilpancingo","Guerrero","IMSS","GRIMS000100","40"
"Hgr 270 Reynosa","Tamaulipas","IMSS","TSIMS000533","38"
"Hr_issste","Puebla","ISSSTE","PLIST000101","37"
"Hospital General Las Américas","México","SSA","MCSSA010280","37"
"Troncoso","Ciudad de México","IMSS","DFIMS000312","37"
"Hg Putla Amigo del Niño Y de La Madre","Oaxaca","SSA","OCSSA020655","33"
"Hgz 50 Tangamanga","San Luis Potosí","IMSS","SPIMS000376","33"
"Hospital General de Zona No. 5","Sonora","IMSS","SRIMS000920","33"
"Hospital General La Perla Nezahualcoyotl","México","SSA","MCSSA010292","33"
"Hc Nochixtlan","Oaxaca","SSA","OCSSA000121","33"
"Hgzmf 32 Guasave","Sinaloa","IMSS","SLIMS000271","33"
"Hc Hospital Integral Comunitario Chalcatongo","Oaxaca","SSA","OCSSA000343","33"
"Hospital Regional de Alta Especialidad Ixtapaluca","México","SSA/CC","MCSSA018786","33"
"Hgr 196 Fidel Velazquez","México","IMSS","MCIMS000244","33"
"Hgzmf 2 Apizaco","Tlaxcala","IMSS","TLIMS000030","33"
"Hgz 18 Playa del Carmen","Quintana Roo","IMSS","QRIMS000154","32"
"Hinfec Cm La Raza","Ciudad de México","IMSS","DFIMS000056","32"
"Hgrmf 1 Cuernavaca","Morelos","IMSS","MSIMS000054","32"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","31"
"Hgzmf 7 Monclova","Coahuila de Zaragoza","IMSS","CLIMS000111","30"
