"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Huejutla de Reyes","Hidalgo","ISSSTE","HGIST000041","100"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","100"
"Hg Oaxaca Dr. Aurelio Valdivieso","Oaxaca","SSA","OCSSA000985","100"
"Presidente Benito Juarez","Oaxaca","ISSSTE","OCIST000112","100"
"Hospital General Tula","Hidalgo","SSA","HGSSA015532","100"
"Hgz 36 José Cardel","Veracruz de Ignacio de La Llave","IMSS","VZIMS000144","100"
"Hgz 57 La Quebrada","México","IMSS","MCIMS000874","100"
"Teziutlan","Puebla","ISSSTE","PLIST000171","100"
"Hgz 71 Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001124","100"
"Hospital General de Axapusco","México","SSA","MCSSA014143","100"
"Hospital Real San José S.c","Jalisco","SMP","JCSMP000313","100"
"Hgzmf 8 Cd. Sahagun","Hidalgo","IMSS","HGIMS000111","100"
"Hospital Materno Perinatal Mónica Pretelini Sáenz","México","SSA","MCSSA007673","100"
"Toluca","México","ISSSTE","MCIST000215","100"
"Hgr 251 Metepec","México","IMSS","MCIMS001185","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"Zacapu","Michoacán de Ocampo","ISSSTE","MNIST000214","100"
"Patzcuaro","Michoacán de Ocampo","ISSSTE","MNIST000144","100"
"Unidad Médica Regional de Atención A La Gestación Y Al Neonato","Hidalgo","SSA","HGSSA005003","100"
"Umf 45 San Luis Potosi","San Luis Potosí","IMSS","SPIMS000195","100"
"San Luis Potosi","San Luis Potosí","ISSSTE","SPIST000113","100"
"Hospital Central Dr. Ignacio Morones Prieto","San Luis Potosí","SSA","SPSSA001102","100"
"Hgzmf 1 San Luis Potosi","San Luis Potosí","IMSS","SPIMS000171","100"
"Hospital General de Juarez","Nuevo León","SSA","NLSSA004985","100"
"Santiago Juxtlahuaca","Oaxaca","IMSS-BIENESTAR","OCIMO004050","100"
"Hgz 3 Tuxtepec","Oaxaca","IMSS","OCIMS000182","100"
"Hg Putla Amigo del Niño Y de La Madre","Oaxaca","SSA","OCSSA020655","100"
"Hg Huajuapan Enf. María del Pilar Sánchez Villavicencio","Oaxaca","SSA","OCSSA000524","100"
"Hospital General 450","Durango","SSA","DGSSA017872","100"
"Manzanillo","Colima","ISSSTE","CMIST000022","100"
"Hgzmf 1 Pachuca","Hidalgo","IMSS","HGIMS000082","100"
"Guanajuato","Guanajuato","ISSSTE","GTIST000074","100"
"Hospital General del Valle del Mezquital Ixmiquilpan","Hidalgo","SSA","HGSSA001590","100"
"Ixmiquilpan","Hidalgo","ISSSTE","HGIST000065","100"
"Hgz 27 Tlatelolco","Ciudad de México","IMSS","DFIMS000621","100"
"Hes Cmn Siglo Xxi","Ciudad de México","IMSS","DFIMS000580","100"
"Hcard Cmn Siglo Xxi","Ciudad de México","IMSS","DFIMS000575","100"
"Hospital Comunitario Las Joyas","Guanajuato","SSA","GTSSA005613","100"
"San Jose del Cabo","Baja California Sur","ISSSTE","BSIST000101","100"
