"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Instituto Nacional de Neurología Y Neurocirugía Manuel Velasco Suárez","Ciudad de México","SSA/CC","DFSSA004060","100"
"Hgzmf 29 S. Juan Aragon","Ciudad de México","IMSS","DFIMS000230","100"
"Hospital General 450","Durango","SSA","DGSSA017872","100"
"Hospital Comunitario Villagran","Guanajuato","SSA","GTSSA016994","100"
"Hgs 22 N.casas Grandes","Chihuahua","IMSS","CHIMS000450","100"
"Hospital Militar Regional de Guadalajara Jal.","Jalisco","SEDENA","JCSDN000010","100"
"Hgz 71 Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001124","100"
"Hospital Regional de Delicias","Chihuahua","SSA","CHSSA001026","100"
"San Cayetano","Nayarit","IMSS-BIENESTAR","NTIMO000705","100"
"Anexo Unidad de Medicina Familiar 86","Coahuila de Zaragoza","IMSS","CLIMS000613","100"
"Hgz 13 Matamoros","Tamaulipas","IMSS","TSIMS000211","100"
"Troncoso","Ciudad de México","IMSS","DFIMS000312","100"
"Hgz 18 Playa del Carmen","Quintana Roo","IMSS","QRIMS000154","100"
"Hes 25 Monterrey","Nuevo León","IMSS","NLIMS000303","100"
"Hospital General de Gómez Palacio","Durango","SSA","DGSSA000676","100"
"La Paz","Baja California Sur","ISSSTE","BSIST000330","100"
"Hped Cmn Siglo Xxi","Ciudad de México","IMSS","DFIMS000616","100"
"Hgz 11 Piedras Negras","Coahuila de Zaragoza","IMSS","CLIMS000251","100"
"Hospital Materno Celaya","Guanajuato","SSA","GTSSA017530","100"
"Hospital General Rincón de Romos","Aguascalientes","SSA","ASSSA000655","100"
"Hgzmf 8 San Angel","Ciudad de México","IMSS","DFIMS000464","100"
"Hgzmf 1 La Paz","Baja California Sur","IMSS","BSIMS000113","100"
"Hospital General de Zona No. 5","Sonora","IMSS","SRIMS000920","100"
"Hospital General de Zona No. 10","Colima","IMSS","CMIMS000133","100"
"Hospital General de Zona No.252","México","IMSS","MCIMS001200","100"
"Hospital Privado de Hermosillo S.a. de C.v. Cima","Sonora","SMP","SRSMP000413","100"
"Hes Oblatos","Jalisco","IMSS","JCIMS000301","100"
"Hgz 32 Villa Coapa","Ciudad de México","IMSS","DFIMS000126","100"
"Hgzmf 4 Iguala","Guerrero","IMSS","GRIMS000112","100"
"Hgz 58 Las Margaritas","México","IMSS","MCIMS000734","100"
"Hgzmf 6 Ocotlan","Jalisco","IMSS","JCIMS000651","100"
"Hgr 2 Villa Coapa","Ciudad de México","IMSS","DFIMS000814","100"
"Hgz 46 Gomez Palacio","Durango","IMSS","DGIMS000083","100"
"Hgz 30 Iztacalco","Ciudad de México","IMSS","DFIMS000324","100"
"Hes 71 Torreon","Coahuila de Zaragoza","IMSS","CLIMS000490","100"
"Hgz 1a Venados","Ciudad de México","IMSS","DFIMS000522","100"
"Hgzmf 1 Tapachula","Chiapas","IMSS","CSIMS000205","100"
"Hgz 24 Insurgentes","Ciudad de México","IMSS","DFIMS000225","100"
"Hgz No. 48 San Pedro Xalpa","Ciudad de México","IMSS","DFIMS000831","100"
"Hgzmf 9 Cd. Guzman","Jalisco","IMSS","JCIMS000190","100"
"Hospital General de Soledad de Graciano Sánchez","San Luis Potosí","SSA","SPSSA017313","100"
"Hes Cm La Raza","Ciudad de México","IMSS","DFIMS000020","100"
"Hgz 3 Cancun","Quintana Roo","IMSS","QRIMS000060","100"
"Hgr 251 Metepec","México","IMSS","MCIMS001185","100"
"Hgp 3a Magdalena Salinas","Ciudad de México","IMSS","DFIMS000184","100"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","100"
"Hospital General del Valle del Mezquital Ixmiquilpan","Hidalgo","SSA","HGSSA001590","100"
"C.s. C/ Hospitalización Adán G. Velarde","Baja California Sur","SSA","BSSSA000192","100"
"Gomez Palacio","Durango","ISSSTE","DGIST000054","100"
"Hgz 24 Poza Rica","Veracruz de Ignacio de La Llave","IMSS","VZIMS000832","100"
"Hgzmf 32 Guasave","Sinaloa","IMSS","SLIMS000271","100"
"Hospital General de Teziutlán","Puebla","SSA","PLSSA008485","100"
"Hgz 2 Aguascalientes","Aguascalientes","IMSS","ASIMS000016","100"
"Hospital Integral Jacala","Hidalgo","SSA","HGSSA001795","100"
"Hgzmf 8 Cd. Sahagun","Hidalgo","IMSS","HGIMS000111","100"
"Hgs 33 Tizayuca","Hidalgo","IMSS","HGIMS000135","100"
"Hgzmf 8 Zihuatanejo","Guerrero","IMSS","GRIMS000124","100"
"Axtla de Terrazas","San Luis Potosí","IMSS-BIENESTAR","SPIMO002475","100"
"Hospital General Tula","Hidalgo","SSA","HGSSA015532","100"
"Charcas","San Luis Potosí","IMSS-BIENESTAR","SPIMO000546","100"
"Hospital de Salud Mental","Durango","SSA","DGSSA000611","100"
"Hgz 11 Jalapa","Veracruz de Ignacio de La Llave","IMSS","VZIMS000564","100"
"Hospital General Regional No. 2 El Marques","Querétaro","IMSS","QTIMS000285","100"
"Dr. Santiago Ramon Y Cajal","Durango","ISSSTE","DGIST000042","100"
"Hgs 7 La Piedad","Michoacán de Ocampo","IMSS","MNIMS000260","100"
"Hgzmf 2 Saltillo","Coahuila de Zaragoza","IMSS","CLIMS000333","100"
"Hospital General de Apan","Hidalgo","SSA","HGSSA015515","100"
"Hgz 49 Los Mochis","Sinaloa","IMSS","SLIMS000020","100"
"Hospital General de Matehuala","San Luis Potosí","SSA","SPSSA002992","100"
"Hgzmf 2 Monterrey","Nuevo León","IMSS","NLIMS000373","100"
"Hospital General Dr Eduardo Vazquez N","Puebla","SSA","PLSSA002490","100"
"Hospital de Especialidades de La Ciudad de Mexico Dr. Belisario Domínguez","Ciudad de México","SSA","DFSSA004265","100"
"Hgzmf 1 Cd. Víctoria","Tamaulipas","IMSS","TSIMS000380","100"
"Hospital General de Tulancingo","Hidalgo","SSA","HGSSA018000","100"
"Hospital General Monclova Amparo Pape de Benavides","Coahuila de Zaragoza","SSA","CLSSA002710","100"
"Hgz 1 Oaxaca","Oaxaca","IMSS","OCIMS000136","100"
"Hgzmf 12 Lazaro Cardenas","Michoacán de Ocampo","IMSS","MNIMS000161","100"
"Hinfec Cm La Raza","Ciudad de México","IMSS","DFIMS000056","100"
"Hospital General Guasave","Sinaloa","SSA","SLSSA001255","100"
"Pinos","Zacatecas","IMSS-BIENESTAR","ZSIMO000820","100"
"Hgzmf 1 San Luis Potosi","San Luis Potosí","IMSS","SPIMS000171","100"
"Hgz 4 Celaya","Guanajuato","IMSS","GTIMS000062","100"
"Hidalgo del Parral","Chihuahua","ISSSTE","CHIST000095","100"
"Hes 14 Cmn Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001112","100"
"Hgzmf 1 Campeche","Campeche","IMSS","CCIMS000016","100"
"Hgz 21 Tepatitlan","Jalisco","IMSS","JCIMS000914","100"
"Hgr 72 Gustavo Baz","México","IMSS","MCIMS000746","100"
"Hospital General Villa","Ciudad de México","SSA","DFSSA000881","100"
"Hospital Militar Regional de Especialidades de Monterrey N. L.","Nuevo León","SEDENA","NLSDN000012","100"
"Hgz 4 Villa Guadalupe","Nuevo León","IMSS","NLIMS000204","100"
"Hgz 17 Monterrey","Nuevo León","IMSS","NLIMS000356","100"
"Hospital Materno Infantil Irapuato","Guanajuato","SSA","GTSSA017542","100"
"Hgr 220 Toluca","México","IMSS","MCIMS000816","100"
"Hgr 12 Benito Juárez","Yucatán","IMSS","YNIMS000095","100"
"Hospital General de Atlixco Gonzalo Río Arronte","Puebla","SSA","PLSSA009292","100"
"Centro Estatal de Cuidados Críticos Salamanca","Guanajuato","SSA","GTSSA017315","100"
"Hgz 71 Chalco","México","IMSS","MCIMS000145","100"
"Hospital General Escuinapa","Sinaloa","SSA","SLSSA018253","100"
"Hgzmf 26 Tala","Jalisco","IMSS","JCIMS000803","100"
"Hospital Regional de Alta Especialidad de La Península de Yucatán","Yucatán","SSA/CC","YNSSA013423","100"
"Hospital General de Occidente","Jalisco","SSA","JCSSA007066","100"
"Hospital General Jalpan","Querétaro","SSA","QTSSA001052","100"
"Hospital General Agustín O´horán","Yucatán","SSA","YNSSA000565","100"
"Hgz 1 Tlaxcala","Tlaxcala","IMSS","TLIMS000136","100"
"Hgr 6 Cd. Madero","Tamaulipas","IMSS","TSIMS000071","100"
"Hgr 20 Tijuana","Baja California","IMSS","BCIMS000262","100"
"Hgzmf 7 Monclova","Coahuila de Zaragoza","IMSS","CLIMS000111","100"
"Hcard 34 Lincoln","Nuevo León","IMSS","NLIMS000315","100"
"Hgz 47 Vicente Guerrero","Ciudad de México","IMSS","DFIMS000365","100"
"Hgz 33 Felix U. Gomez","Nuevo León","IMSS","NLIMS000361","100"
"Hgz 194 El Molinito","México","IMSS","MCIMS000326","100"
"Cd. Juarez","Chihuahua","ISSSTE","CHIST000112","100"
"Merida","Yucatán","ISSSTE","YNIST000030","100"
"Cerritos","San Luis Potosí","IMSS-BIENESTAR","SPIMO000283","100"
"Hgzmf 6 S.nicolas Garza","Nuevo León","IMSS","NLIMS000525","100"
"Hgz 3 Navojoa","Sonora","IMSS","SRIMS000541","100"
"Hospital General Actopan","Hidalgo","SSA","HGSSA000156","100"
"Hgsmf 26 Tuxpan","Veracruz de Ignacio de La Llave","IMSS","VZIMS001071","100"
"Hospital General Patzcuaro","Michoacán de Ocampo","SSA","MNSSA005280","100"
"Hgzmf 1 Chetumal","Quintana Roo","IMSS","QRIMS000031","100"
"Hgz 98 Coacalco","México","IMSS","MCIMS000080","100"
"Hgzmf 4 Cd. Carmen","Campeche","IMSS","CCIMS000045","100"
"Hospital Militar Regional de Puebla Pue.","Puebla","SEDENA","PLSDN000015","100"
"Hospital General Regional No. 58","Guanajuato","IMSS","GTIMS000564","97"
"Hgr 1 V. Guerrero","Guerrero","IMSS","GRIMS000013","97"
"Cat Morelos","Ciudad de México","IMSS","DFIMS001082","97"
"Unidad de Detección Y Diagnostico Saltillo","Coahuila de Zaragoza","IMSS","CLIMS000596","97"
"Centro de Atencion Temporal Covid 19","Michoacán de Ocampo","IMSS","MNIMS000646","97"
"19","México","IMSS","MCIMS001224","95"
"Hgr 110 Oblatos","Jalisco","IMSS","JCIMS000354","94"
"Hies de Chihuahua","Chihuahua","SSA","CHSSA018514","93"
"Hospital General Dr. Raymundo Abarca Alarcón","Guerrero","SSA","GRSSA009950","92"
"Hgzmf 18 Torreon","Coahuila de Zaragoza","IMSS","CLIMS000444","91"
"Hgzmf 11 Cd. Delicias","Chihuahua","IMSS","CHIMS000206","91"
"Hgz 1 Zacatecas","Zacatecas","IMSS","ZSIMS000353","90"
"Hgz 51 Chapala","Durango","IMSS","DGIMS000095","90"
"Hospital Central Militar","Ciudad de México","SEDENA","DFSDN000086","90"
"Hospital General de La Zona Norte  Bicentenario de La Independencia","Puebla","SSA","PLSSA015230","90"
"Hgr1 C.obregon","Sonora","IMSS","SRIMS000145","89"
"Hospital General Pachuca","Hidalgo","SSA","HGSSA002430","88"
"Hgr 1 Charo","Michoacán de Ocampo","IMSS","MNIMS000605","88"
"Hgr 1 Tijuana","Baja California","IMSS","BCIMS000373","87"
"Hgr Orizaba","Veracruz de Ignacio de La Llave","IMSS","VZIMS000733","87"
"Hospital General de Zona 92","Coahuila de Zaragoza","IMSS","CLIMS000601","86"
"Hgz 89 Guadalajara","Jalisco","IMSS","JCIMS000342","86"
"Hgz 1 Tepic","Nayarit","IMSS","NTIMS000190","86"
"Hgz 15 Tehuacan","Puebla","IMSS","PLIMS000405","85"
"Hospital General de Subzona No. 12","Sonora","IMSS","SRIMS000915","85"
