"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Dr. Santiago Ramon Y Cajal","Durango","ISSSTE","DGIST000042","100"
"Hgz 13 Matamoros","Tamaulipas","IMSS","TSIMS000211","100"
"Hgzmf 8 Zihuatanejo","Guerrero","IMSS","GRIMS000124","100"
"Hg Salina Cruz","Oaxaca","SSA","OCSSA019873","100"
"Instituto Nacional de Neurología Y Neurocirugía Manuel Velasco Suárez","Ciudad de México","SSA/CC","DFSSA004060","100"
"Tampico","Tamaulipas","ISSSTE","TSIST000182","100"
"Hg Infantil Eva Samano de López Mateos","Michoacán de Ocampo","SSA","MNSSA001874","100"
"Hes Cm La Raza","Ciudad de México","IMSS","DFIMS000020","100"
"Centenario de La Revolucion Mexicana","Morelos","ISSSTE","MSIST000293","100"
"Hospital Integral de Tlanchinol","Hidalgo","SSA","HGSSA015503","100"
"Hospital Regional Cocula","Jalisco","SSA","JCSSA001401","100"
"Hospital Regional  Poza Rica de Hidalgo","Veracruz de Ignacio de La Llave","SSA","VZSSA004744","100"
"Hospital Militar Regional de Mérida Yuc.","Yucatán","SEDENA","YNSDN000014","100"
"Piedras Negras","Coahuila de Zaragoza","ISSSTE","CLIST000094","100"
"Hg Hospital General Altamira Dr Rodolfo Torre Cantú","Tamaulipas","SSA","TSSSA018514","100"
"Hospital Comunitario Atotonilco El Alto Madre María Luisita de La Peña Navarro","Jalisco","SSA","JCSSA013762","100"
"Hospital Regional de Alta Especialidad Dr. Gustavo A. Rovirosa Pérez","Tabasco","SSA","TCSSA001052","100"
"Hospital Integral Jacala","Hidalgo","SSA","HGSSA001795","100"
"Hospital General de Apan","Hidalgo","SSA","HGSSA015515","100"
"San Luis Potosi","San Luis Potosí","ISSSTE","SPIST000113","100"
"Hospital General de La Zona Norte  Bicentenario de La Independencia","Puebla","SSA","PLSSA015230","100"
"Hospital Regional de Autlan","Jalisco","SSA","JCSSA000631","100"
"La Paz","Baja California Sur","ISSSTE","BSIST000330","100"
"Hg Oaxaca Dr. Aurelio Valdivieso","Oaxaca","SSA","OCSSA000985","100"
"Hospital Militar Regional de Puebla Pue.","Puebla","SEDENA","PLSDN000015","100"
"Villa Ávila Camacho (la Ceiba)","Puebla","IMSS-BIENESTAR","PLIMO002803","100"
"19","Guanajuato","SSA","GTSSA002101","100"
"Metepec","Hidalgo","IMSS-BIENESTAR","HGIMO000952","100"
"Dr. Miguel Trejo Ochoa","Colima","ISSSTE","CMIST000010","100"
"Hospital Comunitario El Grullo","Jalisco","SSA","JCSSA002113","100"
"Hes 25 Monterrey","Nuevo León","IMSS","NLIMS000303","100"
"Hgz 3 Tuxtepec","Oaxaca","IMSS","OCIMS000182","100"
"Presidente Benito Juarez","Oaxaca","ISSSTE","OCIST000112","100"
"Hospital Regional de Delicias","Chihuahua","SSA","CHSSA001026","100"
"Poza Rica de Hidalgo","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000226","100"
"Hgz 57 La Quebrada","México","IMSS","MCIMS000874","100"
"Hospital General Cd. del Carmen","Campeche","PEMEX","CCPMX000013","100"
"Hospital General Tecomán Dr. José F. Rivas Guzmán","Colima","SSA","CMSSA001023","100"
"Clínica Hospital Mérida","Yucatán","ISSSTE","YNIST000170","100"
"Hgzmf 8 Cd. Sahagun","Hidalgo","IMSS","HGIMS000111","100"
"Hgsmf 3 Chilpancingo","Guerrero","IMSS","GRIMS000100","100"
"Hospital General Ixtapan de La Sal","México","SSA","MCSSA010251","100"
"Santiago Juxtlahuaca","Oaxaca","IMSS-BIENESTAR","OCIMO004050","100"
"Hg Putla Amigo del Niño Y de La Madre","Oaxaca","SSA","OCSSA020655","100"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","100"
"Hospital Integral Zacapoaxtla","Puebla","SSA","PLSSA008281","100"
"Hospital General Santiago Ixcuintla","Nayarit","SSA","NTSSA002166","100"
"Xalapa","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000120","100"
"Hgzmf 7 Cuautla","Morelos","IMSS","MSIMS000030","100"
"Teziutlan","Puebla","ISSSTE","PLIST000171","100"
"Hospital General de Axochiapan","Morelos","SSA","MSSSA003020","100"
"Plan de Arroyos","Veracruz de Ignacio de La Llave","IMSS-BIENESTAR","VZIMO006153","100"
"Doctors Hospital","Nuevo León","SMP","NLSMP001085","100"
"Hgz 6 Cd. Valles","San Luis Potosí","IMSS","SPIMS000072","95"
"Hospital Real San José S.c","Jalisco","SMP","JCSMP000313","94"
"Hospital Regional Universitario","Colima","SSA","CMSSA000125","94"
"19 (extensión Hospital Pachuca)","Hidalgo","SSA","HGSSA005020","93"
"Hospital General Regional No. 2 El Marques","Querétaro","IMSS","QTIMS000285","93"
"Hgr Orizaba","Veracruz de Ignacio de La Llave","IMSS","VZIMS000733","93"
"Hospital General Dr. Desiderio G. Rosado Carbajal","Tabasco","SSA","TCSSA017420","91"
"Hgr1 C.obregon","Sonora","IMSS","SRIMS000145","90"
"Hospital Regional de Puerto Vallarta","Jalisco","SSA","JCSSA004230","89"
"Hospital Metropolitano","Nuevo León","SSA","NLSSA004046","89"
"Hospital General Salina Cruz","Oaxaca","PEMEX","OCPMX000010","88"
"Hospital de Alta Especialidad de Veracruz","Veracruz de Ignacio de La Llave","SSA","VZSSA006972","87"
"Hgz 24 Poza Rica","Veracruz de Ignacio de La Llave","IMSS","VZIMS000832","86"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","84"
"Hospital General Veracruz","Veracruz de Ignacio de La Llave","PEMEX","VZPMX000071","83"
"Hospital General 450","Durango","SSA","DGSSA017872","83"
"Christus Muguerza S.a. de C.v. /  Sucursal Sur","Nuevo León","SMP","NLSMP000105","83"
"Hospital General de San Pablo del Monte","Tlaxcala","SSA","TLSSA001883","81"
"Hgrmf 1 Cuernavaca","Morelos","IMSS","MSIMS000054","81"
"Centro Médico Naval","Ciudad de México","SEMAR","DFSMA000010","80"
"Hgr 46 Guadalaja","Jalisco","IMSS","JCIMS000371","80"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","80"
"Hospital Regional de Ameca","Jalisco","SSA","JCSSA000165","80"
"Dr. Belisario Dominguez","Chiapas","ISSSTE","CSIST000251","79"
"Centro Médico Issemym Lic. Arturo Montiel Rojas Issemym","México","SME","MCSME000921","79"
"Hgz 83 Morelia","Michoacán de Ocampo","IMSS","MNIMS000593","78"
"Hgz 14 C/unidad Quemados","Sonora","IMSS","SRIMS000900","77"
"Hg de Cuernavaca Dr. Jose G. Parres","Morelos","SSA","MSSSA000466","76"
"Hg Tuxtepec","Oaxaca","SSA","OCSSA002146","75"
"Hospital Tierra Y Libertad","Nuevo León","SSA","NLSSA005002","75"
"Hgzmf 12 Lazaro Cardenas","Michoacán de Ocampo","IMSS","MNIMS000161","75"
"Hospital General de Tampico Dr. Carlos Canseco","Tamaulipas","SSA","TSSSA005151","75"
"Hospital Para El Niño Imiem","México","SME","MCSME000011","75"
"19 (extensión Hospital Huejutla)","Hidalgo","SSA","HGSSA005032","75"
"Centro de Alta Especialidad  Dr. Rafael Lucio","Veracruz de Ignacio de La Llave","SSA","VZSSA002965","74"
"Hospital Universitario Dr. José Eleuterio González","Nuevo León","HUN","NLHUN000014","74"
"Hospital Regional de Alta Especialidad de La Península de Yucatán","Yucatán","SSA/CC","YNSSA013423","73"
"Hgz 14 Guadalajara","Jalisco","IMSS","JCIMS000330","73"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","73"
"Centro Estatal de Cuidados Críticos Salamanca","Guanajuato","SSA","GTSSA017315","73"
"Centenario Hospital Miguel Hidalgo","Aguascalientes","SSA","ASSSA001331","72"
"Hospital General Dr. Manuel Gea González","Ciudad de México","SSA/CC","DFSSA003961","72"
"Hospital General La Perla Nezahualcoyotl","México","SSA","MCSSA010292","71"
"Comitan de Dominguez","Chiapas","ISSSTE","CSIST000065","71"
"Hospital Y Clínica Oca","Nuevo León","SMP","NLSMP000122","69"
"Hgz No. 20","Puebla","IMSS","PLIMS000586","69"
"Hospital Regional Minatitlán","Veracruz de Ignacio de La Llave","PEMEX","VZPMX000054","69"
"Hospital General de Zona No. 1","Colima","IMSS","CMIMS000186","69"
"Hgz 30 Mexicali","Baja California","IMSS","BCIMS000122","69"
"Hospital General Regional No. 58","Guanajuato","IMSS","GTIMS000564","69"
