"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hgz 3 Tuxtepec","Oaxaca","IMSS","OCIMS000182","100"
"Hgz 57 La Quebrada","México","IMSS","MCIMS000874","100"
"Dr. Dario Fernandez Fierro","Ciudad de México","ISSSTE","DFIST000324","100"
"Hgzmf 8 San Angel","Ciudad de México","IMSS","DFIMS000464","100"
"Hgzmf 3 Salamanca","Guanajuato","IMSS","GTIMS000330","100"
"Hes Puebla","Puebla","IMSS","PLIMS000200","100"
"Hospital General Dr. Desiderio G. Rosado Carbajal","Tabasco","SSA","TCSSA017420","100"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","100"
"Hospital General 450","Durango","SSA","DGSSA017872","100"
"Hgz 14 C/unidad Quemados","Sonora","IMSS","SRIMS000900","100"
"Hospital Central del Estado","Chihuahua","SSA","CHSSA000676","100"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","100"
"Hgz 194 El Molinito","México","IMSS","MCIMS000326","100"
"Hospital Militar Regional de Puebla Pue.","Puebla","SEDENA","PLSDN000015","100"
"Hgzmf 76 Xalostoc","México","IMSS","MCIMS000232","100"
"Hgr 196 Fidel Velazquez","México","IMSS","MCIMS000244","100"
"Christus Muguerza Hospiales S.a. de C.v. / Sucursal Conchita","Nuevo León","SMP","NLSMP000064","100"
"Hospital Y Centro Médico San Jorge de Monterrey Sa de Cv","Nuevo León","SMP","NLSMP000810","100"
"Hospital Militar Regional de Mérida Yuc.","Yucatán","SEDENA","YNSDN000014","100"
"Hospital Comunitario Apaseo El Alto","Guanajuato","SSA","GTSSA017402","100"
"Hospital Comunitario Apaseo El Grande","Guanajuato","SSA","GTSSA000585","100"
"Hospital Militar de Zona de Santa María Rayón","México","SEDENA","MCSDN000385","100"
"Huejutla de Reyes","Hidalgo","ISSSTE","HGIST000041","100"
"Celaya","Guanajuato","ISSSTE","GTIST000045","100"
"Hgz 68 Tulpetlac","México","IMSS","MCIMS000990","100"
"Tampico","Tamaulipas","ISSSTE","TSIST000182","100"
"Christus Muguerza S.a. de C.v. /  Sucursal Sur","Nuevo León","SMP","NLSMP000105","100"
"Dr. Miguel Trejo Ochoa","Colima","ISSSTE","CMIST000010","100"
"Hospital General Navojoa","Sonora","SSA","SRSSA001670","100"
"Christus Muguerza Monterrey S. A. de C. V.","Nuevo León","SMP","NLSMP000052","100"
"Hospital General de Tampico Dr. Carlos Canseco","Tamaulipas","SSA","TSSSA005151","100"
"Fundacion Santos Y de La Garza Evia Ibp","Nuevo León","SMP","NLSMP000023","100"
"Ixmiquilpan","Hidalgo","ISSSTE","HGIST000065","100"
"Hgzmf 36 Coatzacoalcos","Veracruz de Ignacio de La Llave","IMSS","VZIMS000231","100"
"Christus Muguerza Sistemas Hospitalarios S. A. de C. V.","Nuevo León","SMP","NLSMP000040","100"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","100"
"Hospital Comunitario Abasolo","Guanajuato","SSA","GTSSA017344","100"
"Hgr 220 Toluca","México","IMSS","MCIMS000816","100"
"Hospital General Tula","Hidalgo","SSA","HGSSA015532","100"
"Hgr 45 Guadalajara","Jalisco","IMSS","JCIMS000366","100"
"Hgzmf 6 Tepeji del Rio","Hidalgo","IMSS","HGIMS000123","100"
"Hospital General Dr Eduardo Vazquez N","Puebla","SSA","PLSSA002490","100"
"Centro Médico Issemym Lic. Arturo Montiel Rojas Issemym","México","SME","MCSME000921","100"
"Hgr 251 Metepec","México","IMSS","MCIMS001185","100"
"Hgz 32 Villa Coapa","Ciudad de México","IMSS","DFIMS000126","100"
"Hospital Regional  Yahualica","Jalisco","SSA","JCSSA006890","100"
"Hgz 53 Los Reyes Paz","México","IMSS","MCIMS000676","100"
"Hospital Regional de Ciudad Guzman","Jalisco","SSA","JCSSA001326","100"
"Los Mochis","Sinaloa","ISSSTE","SLIST000015","100"
"Hospital General Milpa Alta","Ciudad de México","SSA","DFSSA002066","100"
"San Luis Potosi","San Luis Potosí","ISSSTE","SPIST000113","100"
"Manzanillo","Colima","ISSSTE","CMIST000022","100"
"Hgzmf 1 San Luis Potosi","San Luis Potosí","IMSS","SPIMS000171","100"
"Hgs 54 Silao","Guanajuato","IMSS","GTIMS000506","100"
"Hgr 72 Gustavo Baz","México","IMSS","MCIMS000746","100"
"Hospital Regional de Autlan","Jalisco","SSA","JCSSA000631","100"
"H.g. Chimalhuacán","México","SSA","MCSSA002020","100"
"Hospital General Silao","Guanajuato","SSA","GTSSA017023","100"
