"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hgsmf 8 Tlaxcala","Tlaxcala","IMSS","TLIMS000194","100"
"Hgzmf 29 S. Juan Aragon","Ciudad de México","IMSS","DFIMS000230","100"
"81/o. Batallón de Infanteria","Ciudad de México","SEDENA","DFSDN000115","100"
"Hospital Y Centro Médico San Jorge de Monterrey Sa de Cv","Nuevo León","SMP","NLSMP000810","100"
"Hospital General Ajusco Medio","Ciudad de México","SSA","DFSSA018166","100"
"Instituto Nacional de Neurología Y Neurocirugía Manuel Velasco Suárez","Ciudad de México","SSA/CC","DFSSA004060","100"
"Hospital Central Sur de Alta Especialidad","Ciudad de México","PEMEX","DFPMX000024","100"
"Doctors Hospital","Nuevo León","SMP","NLSMP001085","100"
"Instituto Nacional de Cancerología","Ciudad de México","SSA/CC","DFSSA004043","100"
"Hospital General Ixtlahuaca Valentin Gómez Farías","México","SSA","MCSSA002872","100"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","100"
"Hgz 98 Coacalco","México","IMSS","MCIMS000080","100"
"Hospital Regional de La Barca","Jalisco","SSA","JCSSA013815","100"
"Hgz 68 Tulpetlac","México","IMSS","MCIMS000990","100"
"Hospital General Milpa Alta","Ciudad de México","SSA","DFSSA002066","100"
"Hospital General de Ríoverde","San Luis Potosí","SSA","SPSSA000945","100"
"Hgr 196 Fidel Velazquez","México","IMSS","MCIMS000244","100"
"Hgz 27 Tlatelolco","Ciudad de México","IMSS","DFIMS000621","100"
"Hgzmf 1 San Luis Potosi","San Luis Potosí","IMSS","SPIMS000171","100"
"Hospital General Dr. Desiderio G. Rosado Carbajal","Tabasco","SSA","TCSSA017420","100"
"Hgzmf 76 Xalostoc","México","IMSS","MCIMS000232","100"
"Hgs 33 Tizayuca","Hidalgo","IMSS","HGIMS000135","100"
"Hgsmf 5 Taxco","Guerrero","IMSS","GRIMS000182","100"
"Troncoso","Ciudad de México","IMSS","DFIMS000312","100"
"Hospital General Piedras Negras  Dr Salvador Chavarria Sanchez.","Coahuila de Zaragoza","SSA","CLSSA002763","100"
"Hospital General Ixtapan de La Sal","México","SSA","MCSSA010251","100"
"Cessa Maximiliano Dorantes","Tabasco","SSA","TCSSA001245","100"
"Hgz No. 48 San Pedro Xalpa","Ciudad de México","IMSS","DFIMS000831","100"
"Hospital General Xoco","Ciudad de México","SSA","DFSSA003162","100"
"Dr. Dario Fernandez Fierro","Ciudad de México","ISSSTE","DFIST000324","100"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","100"
"Hospital General de Axapusco","México","SSA","MCSSA014143","100"
"Hospital General 450","Durango","SSA","DGSSA017872","100"
"Hospital Militar Regional de Puebla Pue.","Puebla","SEDENA","PLSDN000015","100"
"Hospital Metropolitano","Nuevo León","SSA","NLSSA004046","100"
"Hgz 14 C/unidad Quemados","Sonora","IMSS","SRIMS000900","100"
"Hgs 54 Silao","Guanajuato","IMSS","GTIMS000506","100"
"Hospital General Tula","Hidalgo","SSA","HGSSA015532","100"
"Morelia","Michoacán de Ocampo","ISSSTE","MNIST000120","100"
"Hgz 83 Morelia","Michoacán de Ocampo","IMSS","MNIMS000593","100"
"Hospital Militar de Zona de Santa María Rayón","México","SEDENA","MCSDN000385","100"
"Gomez Palacio","Durango","ISSSTE","DGIST000054","100"
"Dr. Jose Ma. Rodriguez","Coahuila de Zaragoza","ISSSTE","CLIST000106","100"
"Los Mochis","Sinaloa","ISSSTE","SLIST000015","100"
"Hgsmf 33 S. Andres","Veracruz de Ignacio de La Llave","IMSS","VZIMS000890","100"
"Hgz 57 La Quebrada","México","IMSS","MCIMS000874","100"
"19 (extensión Hospital Pachuca)","Hidalgo","SSA","HGSSA005020","100"
"Hgz 53 Los Reyes Paz","México","IMSS","MCIMS000676","100"
"Hgr 45 Guadalajara","Jalisco","IMSS","JCIMS000366","100"
"Hgz 1 Oaxaca","Oaxaca","IMSS","OCIMS000136","100"
"Hg Oaxaca Dr. Aurelio Valdivieso","Oaxaca","SSA","OCSSA000985","100"
