"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hospital General Navojoa","Sonora","SSA","SRSSA001670","100"
"Hes 25 Monterrey","Nuevo León","IMSS","NLIMS000303","100"
"Hgr 45 Guadalajara","Jalisco","IMSS","JCIMS000366","100"
"Patzcuaro","Michoacán de Ocampo","ISSSTE","MNIST000144","100"
"Huajuapan de Leon","Oaxaca","ISSSTE","OCIST000042","100"
"Leon","Guanajuato","ISSSTE","GTIST000091","100"
"Hospital General Ixtlahuaca Valentin Gómez Farías","México","SSA","MCSSA002872","100"
"Instituto Nacional de Pediatría","Ciudad de México","SSA/CC","DFSSA004014","100"
"Dr. Jose Ma. Rodriguez","Coahuila de Zaragoza","ISSSTE","CLIST000106","100"
"Hospital Metropolitano","Nuevo León","SSA","NLSSA004046","100"
"Hospital General Dr. Manuel Gea González","Ciudad de México","SSA/CC","DFSSA003961","100"
"Hgzmf 6 Tepeji del Rio","Hidalgo","IMSS","HGIMS000123","100"
"Hgz 27 Tlatelolco","Ciudad de México","IMSS","DFIMS000621","100"
"Hgz 194 El Molinito","México","IMSS","MCIMS000326","100"
"Hospital General de Gómez Palacio","Durango","SSA","DGSSA000676","100"
"Hospital General Ajusco Medio","Ciudad de México","SSA","DFSSA018166","100"
"19","Guanajuato","SSA","GTSSA002101","100"
"Hes Cmn Siglo Xxi","Ciudad de México","IMSS","DFIMS000580","100"
"Hospital General de Tulancingo","Hidalgo","SSA","HGSSA018000","100"
"Hgz 57 La Quebrada","México","IMSS","MCIMS000874","100"
"Instituto Nacional de Neurología Y Neurocirugía Manuel Velasco Suárez","Ciudad de México","SSA/CC","DFSSA004060","100"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Hospital General Tula","Hidalgo","SSA","HGSSA015532","100"
"Zimapan","Hidalgo","ISSSTE","HGIST000362","100"
"Hospital General de Parral","Chihuahua","SSA","CHSSA018444","100"
