"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hgsmf 3 Chilpancingo","Guerrero","IMSS","GRIMS000100","100"
"Rafael Lucio","Veracruz de Ignacio de La Llave","SSA","VZSSA004855","100"
"Hospital General de Valladolid","Yucatán","SSA","YNSSA013440","100"
"Hgr 20 Tijuana","Baja California","IMSS","BCIMS000262","100"
"Hgr 1 Tijuana","Baja California","IMSS","BCIMS000373","100"
"Dr. Daniel Gurria Urgell","Tabasco","ISSSTE","TCIST000063","100"
"Ricardo Flores Magon","Michoacán de Ocampo","ISSSTE","MNIST000103","100"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","100"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","100"
"Hospital General Pachuca","Hidalgo","SSA","HGSSA002430","100"
"H.g. Texcoco Guadalupe Victoria Bicentenario","México","SSA","MCSSA018412","100"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","100"
"Hospital General Tláhuac","Ciudad de México","SSA","DFSSA018154","100"
"Coatzacoalcos","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000062","100"
"Centro Estatal de Cuidados Críticos Salamanca","Guanajuato","SSA","GTSSA017315","100"
"Hospital General Pénjamo","Guanajuato","SSA","GTSSA002760","100"
"Hospital General del Valle del Mezquital Ixmiquilpan","Hidalgo","SSA","HGSSA001590","100"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","98"
"Hgzmf 8 San Angel","Ciudad de México","IMSS","DFIMS000464","91"
"H.g. Dr. Fernando Quiroz Gutiérrez","México","SSA","MCSSA008945","88"
"Hospital General de México","Ciudad de México","SSA/CC","DFSSA003973","87"
"Hospital General Tijuana","Baja California","SSA","BCSSA000913","84"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","83"
"Hospital General San Felipe del Progreso","México","SSA","MCSSA005095","82"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","82"
"Hospital General La Perla Nezahualcoyotl","México","SSA","MCSSA010292","82"
"Dr. Manuel Cardenas de La Vega","Sinaloa","ISSSTE","SLIST000085","81"
"Hospital General Regional No. 200","México","IMSS","MCIMS001171","81"
"H.g. Dr.salvador González Herrejon","México","SSA","MCSSA001011","77"
"Hospital General Las Américas","México","SSA","MCSSA010280","76"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","76"
"H.g. Dr. Maximiliano Ruíz Castañeda","México","SSA","MCSSA004074","76"
"Dr. Francisco Galindo Chavez","Coahuila de Zaragoza","ISSSTE","CLIST000123","75"
"Dr. Patricio Trueba Regil","Campeche","ISSSTE","CCIST000021","75"
"Dr. Dario Fernandez Fierro","Ciudad de México","ISSSTE","DFIST000324","74"
"Hospital General Atlacomulco","México","SSA","MCSSA010123","73"
"Hospital General Tula","Hidalgo","SSA","HGSSA015532","70"
"Hospital General Ixtlahuaca Valentin Gómez Farías","México","SSA","MCSSA002872","70"
"Hospital Regional de Alta Especialidad Ixtapaluca","México","SSA/CC","MCSSA018786","68"
"Hospital General Acambaro Miguel Hidalgo","Guanajuato","SSA","GTSSA017414","67"
"Hospital General de Chalco","México","SSA","MCSSA001682","65"
"Hospital Juárez de México","Ciudad de México","SSA/CC","DFSSA003944","64"
"Hgz 71 Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001124","64"
"Hgz 68 Tulpetlac","México","IMSS","MCIMS000990","64"
"Hgzmf 76 Xalostoc","México","IMSS","MCIMS000232","63"
"Tampico","Tamaulipas","ISSSTE","TSIST000182","60"
"Hospital General de Ensenada","Baja California","SSA","BCSSA000015","60"
"Hospital General Valle de Santiago","Guanajuato","SSA","GTSSA017385","60"
