"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Cd. Juarez","Chihuahua","ISSSTE","CHIST000112","100"
"Hgzmf 7 Monclova","Coahuila de Zaragoza","IMSS","CLIMS000111","100"
"Dr. Dario Fernandez Fierro","Ciudad de México","ISSSTE","DFIST000324","100"
"Instituto Nacional de Cancerología","Ciudad de México","SSA/CC","DFSSA004043","100"
"Hospital General Tláhuac","Ciudad de México","SSA","DFSSA018154","100"
"Hospital General Dr. Enrique Cabrera","Ciudad de México","SSA","DFSSA017886","100"
"Hgz 27 Tlatelolco","Ciudad de México","IMSS","DFIMS000621","100"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","100"
"Hospital de Especialidades de La Ciudad de Mexico Dr. Belisario Domínguez","Ciudad de México","SSA","DFSSA004265","100"
"Aguascalientes","Aguascalientes","ISSSTE","ASIST000016","100"
"Hgr 20 Tijuana","Baja California","IMSS","BCIMS000262","100"
"Hospital Pediátrico Villa","Ciudad de México","SSA","DFSSA000840","100"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","100"
"Hg Oaxaca Dr. Aurelio Valdivieso","Oaxaca","SSA","OCSSA000985","100"
"H.g. Dr.salvador González Herrejon","México","SSA","MCSSA001011","93"
"Instituto Nacional de Rehabilitación","Ciudad de México","SSA/CC","DFSSA003956","88"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","86"
"Hc Santa Maria Huatulco","Oaxaca","SSA","OCSSA021133","80"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","79"
"Hgr 72 Gustavo Baz","México","IMSS","MCIMS000746","73"
"Centro Médico Lic. Adolfo López Mateos","México","SSA","MCSSA010222","71"
"Hgz 32 Villa Coapa","Ciudad de México","IMSS","DFIMS000126","71"
"Hgz 71 Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001124","70"
"Hospital General Lázaro Cárdenas","Michoacán de Ocampo","SSA","MNSSA001722","67"
"Hospital General Regional No. 200","México","IMSS","MCIMS001171","62"
"H.g. Dr. José María Rodríguez","México","SSA","MCSSA002184","62"
"H.g. Dr. Fernando Quiroz Gutiérrez","México","SSA","MCSSA008945","60"
"Dr. Manuel Cardenas de La Vega","Sinaloa","ISSSTE","SLIST000085","56"
"Hgz 1a Venados","Ciudad de México","IMSS","DFIMS000522","53"
"Hospital General Dr. Raymundo Abarca Alarcón","Guerrero","SSA","GRSSA009950","53"
"Hgz 4 Celaya","Guanajuato","IMSS","GTIMS000062","50"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","50"
"Hgz 46 Gomez Palacio","Durango","IMSS","DGIMS000083","47"
"Troncoso","Ciudad de México","IMSS","DFIMS000312","45"
"Hospital General Las Américas","México","SSA","MCSSA010280","45"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","43"
"Hgzmf 8 San Angel","Ciudad de México","IMSS","DFIMS000464","42"
"Hgr 196 Fidel Velazquez","México","IMSS","MCIMS000244","42"
"Hgz 197 Texcoco","México","IMSS","MCIMS000961","41"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","41"
"Hgz 14 C/unidad Quemados","Sonora","IMSS","SRIMS000900","40"
"Dr. Daniel Gurria Urgell","Tabasco","ISSSTE","TCIST000063","40"
"Hg La Piedad","Michoacán de Ocampo","SSA","MNSSA016533","40"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","39"
"Dr. Jose Ma. Rodriguez","Coahuila de Zaragoza","ISSSTE","CLIST000106","38"
"Hgr 1 V. Guerrero","Guerrero","IMSS","GRIMS000013","38"
"Hinfec Cm La Raza","Ciudad de México","IMSS","DFIMS000056","38"
"Hgrmf 1 Cuernavaca","Morelos","IMSS","MSIMS000054","37"
"La Paz","Baja California Sur","ISSSTE","BSIST000330","36"
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas","Ciudad de México","SSA/CC","DFSSA004026","35"
"Hospital General Dr. Pedro Daniel Martínez","Michoacán de Ocampo","SSA","MNSSA003735","33"
"Hgr 45 Guadalajara","Jalisco","IMSS","JCIMS000366","33"
"Hc Nochixtlan","Oaxaca","SSA","OCSSA000121","33"
"Hgzmf 2 Apizaco","Tlaxcala","IMSS","TLIMS000030","33"
"Instituto Nacional de Pediatría","Ciudad de México","SSA/CC","DFSSA004014","31"
"Hgr 1 Culiacán","Sinaloa","IMSS","SLIMS000131","31"
"Hr_issste","Puebla","ISSSTE","PLIST000101","30"
"Hgzmf 1 La Paz","Baja California Sur","IMSS","BSIMS000113","29"
"Hgz 194 El Molinito","México","IMSS","MCIMS000326","28"
"Hgz No. 48 San Pedro Xalpa","Ciudad de México","IMSS","DFIMS000831","27"
"Hgz 50 Tangamanga","San Luis Potosí","IMSS","SPIMS000376","26"
"Hgzmf 1 Pachuca","Hidalgo","IMSS","HGIMS000082","26"
"Hospital General Ometepec","Guerrero","SSA","GRSSA005762","25"
"Acapulco","Guerrero","ISSSTE","GRIST000025","25"
"Hgz 30 Iztacalco","Ciudad de México","IMSS","DFIMS000324","25"
"Dr. Francisco Galindo Chavez","Coahuila de Zaragoza","ISSSTE","CLIST000123","25"
"Hgsmf 3 Chilpancingo","Guerrero","IMSS","GRIMS000100","25"
"H.g. Dr. Gustavo Baz Prada","México","SSA","MCSSA004231","25"
"Hgz 53 Los Reyes Paz","México","IMSS","MCIMS000676","25"
"Hospital General Patzcuaro","Michoacán de Ocampo","SSA","MNSSA005280","25"
"Dra. Columba Rivera Osorio","Hidalgo","ISSSTE","HGIST000106","25"
"Hgr 1 Ignacio García Tellez","Yucatán","IMSS","YNIMS000083","23"
"Hgr 220 Toluca","México","IMSS","MCIMS000816","23"
"Hgzmf 5 Zacatepec","Morelos","IMSS","MSIMS000235","22"
"Hes Cmn Siglo Xxi","Ciudad de México","IMSS","DFIMS000580","22"
"Hes 71 Torreon","Coahuila de Zaragoza","IMSS","CLIMS000490","21"
"Hes Puebla","Puebla","IMSS","PLIMS000200","21"
"Hospital General de Zona No. 5","Sonora","IMSS","SRIMS000920","21"
"H.g. Dr. Maximiliano Ruíz Castañeda","México","SSA","MCSSA004074","21"
"Hgz 13 Matamoros","Tamaulipas","IMSS","TSIMS000211","20"
"Hgr 1 Queretaro","Querétaro","IMSS","QTIMS000092","20"
"Hgz 1 Oaxaca","Oaxaca","IMSS","OCIMS000136","20"
"Hgz 1 Tlaxcala","Tlaxcala","IMSS","TLIMS000136","20"
"Hgz 18 Playa del Carmen","Quintana Roo","IMSS","QRIMS000154","20"
"Hgr 270 Reynosa","Tamaulipas","IMSS","TSIMS000533","20"
"Centenario de La Revolucion Mexicana","Morelos","ISSSTE","MSIST000293","19"
"Hg Cm La Raza","Ciudad de México","IMSS","DFIMS000061","18"
"Hgz No. 20","Puebla","IMSS","PLIMS000586","17"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","17"
"Hgzmf 18 Torreon","Coahuila de Zaragoza","IMSS","CLIMS000444","17"
"Hgr 110 Oblatos","Jalisco","IMSS","JCIMS000354","17"
"Hgzmf 6 S.nicolas Garza","Nuevo León","IMSS","NLIMS000525","16"
"Hgsmf 26 Cabo San Lucas","Baja California Sur","IMSS","BSIMS000154","16"
"Hgzmf 1 Durango","Durango","IMSS","DGIMS000042","15"
"Hospital Regional de Alta Especialidad Ixtapaluca","México","SSA/CC","MCSSA018786","15"
"Hg Infantil Eva Samano de López Mateos","Michoacán de Ocampo","SSA","MNSSA001874","14"
"Hgsmf 41 Huatulco","Oaxaca","IMSS","OCIMS000281","14"
"Hgzmf 3 Mazatlan","Sinaloa","IMSS","SLIMS000341","14"
"H.g. José Vicente Villada","México","SSA","MCSSA001636","14"
"Hgz 11 Jalapa","Veracruz de Ignacio de La Llave","IMSS","VZIMS000564","14"
"Hgr 66 Cd. Juárez","Chihuahua","IMSS","CHIMS000573","14"
"Hi Cheran","Michoacán de Ocampo","SSA","MNSSA000836","13"
"Hgz 4 Villa Guadalupe","Nuevo León","IMSS","NLIMS000204","13"
