"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Dr. Francisco Galindo Chavez","Coahuila de Zaragoza","ISSSTE","CLIST000123","100"
"Los Mochis","Sinaloa","ISSSTE","SLIST000015","100"
"Hospital Central Militar","Ciudad de México","SEDENA","DFSDN000086","100"
"22/o. Batallón de   Infantería","Ciudad de México","SEDENA","DFSDN000103","100"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","100"
"Hgz 46 Gomez Palacio","Durango","IMSS","DGIMS000083","100"
"Hospital Central del Estado","Chihuahua","SSA","CHSSA000676","100"
"Hgzmf 1 San Luis Potosi","San Luis Potosí","IMSS","SPIMS000171","100"
"Comitan de Dominguez","Chiapas","ISSSTE","CSIST000065","100"
"Dr. Santiago Ramon Y Cajal","Durango","ISSSTE","DGIST000042","100"
"Hospital General de Gómez Palacio","Durango","SSA","DGSSA000676","100"
"Hospital General Cadereyta","Nuevo León","PEMEX","NLPMX000015","100"
"Hospital Nuevo Gomez Palacio","Durango","SSA","DGSSA002414","100"
"Toluca","México","ISSSTE","MCIST000215","100"
"Hes Cmn Siglo Xxi","Ciudad de México","IMSS","DFIMS000580","100"
"Instituto Nacional de Ciencias Médicas Y Nutrición Salvador Zubirán","Ciudad de México","SSA/CC","DFSSA004055","100"
"Hospital General 450","Durango","SSA","DGSSA017872","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"Hgzmf 16 Torreon","Coahuila de Zaragoza","IMSS","CLIMS000432","100"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","100"
"Matamoros","Coahuila de Zaragoza","IMSS-BIENESTAR","CLIMO000281","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Aguascalientes","Aguascalientes","ISSSTE","ASIST000016","100"
"Rioverde","San Luis Potosí","ISSSTE","SPIST000096","100"
"Hgz 23 Teziutlan","Puebla","IMSS","PLIMS000446","100"
"Zacatecas","Zacatecas","ISSSTE","ZSIST000160","100"
"Hgzmf 5 Zacatepec","Morelos","IMSS","MSIMS000235","100"
"Hgzmf 29 S. Juan Aragon","Ciudad de México","IMSS","DFIMS000230","100"
"Doctors Hospital","Nuevo León","SMP","NLSMP001085","100"
"Christus Muguerza S.a. de C.v. /  Sucursal Sur","Nuevo León","SMP","NLSMP000105","100"
"Christus Muguerza Hospiales S.a. de C.v. / Sucursal Conchita","Nuevo León","SMP","NLSMP000064","100"
"Ixmiquilpan","Hidalgo","ISSSTE","HGIST000065","100"
"Christus Muguerza Sistemas Hospitalarios S. A. de C. V.","Nuevo León","SMP","NLSMP000040","100"
