"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","100"
"Dr. Patricio Trueba Regil","Campeche","ISSSTE","CCIST000021","100"
"Rio Bravo","Tamaulipas","ISSSTE","TSIST000170","100"
"Hospital Comunitario Las Joyas","Guanajuato","SSA","GTSSA005613","100"
"Instituto Nacional de Perinatología Isidro Espinosa de Los Reyes","Ciudad de México","SSA/CC","DFSSA004096","100"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","100"
"Rafael Lucio","Veracruz de Ignacio de La Llave","SSA","VZSSA004855","100"
"Xalapa","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000120","100"
"Hgz 2 Tuxtla Gutiérrez","Chiapas","IMSS","CSIMS000251","100"
"Centro Estatal de Cuidados Críticos Salamanca","Guanajuato","SSA","GTSSA017315","100"
"Dr. Belisario Dominguez","Chiapas","ISSSTE","CSIST000251","100"
"Venustiano Carranza","Chiapas","IMSS-BIENESTAR","CSIMO005210","100"
"Orizaba","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000173","100"
"Hospital Regional de Alta Especialidad del Bajío","Guanajuato","SSA/CC","GTSSA016796","100"
"Hgzmf 4 Iguala","Guerrero","IMSS","GRIMS000112","100"
"Leon","Guanajuato","ISSSTE","GTIST000091","100"
"Villa Ocaranza","Hidalgo","SSA","HGSSA003941","100"
"Dr. Bernardo Sepulveda Gutiérrez","Guerrero","SSA","GRSSA004753","100"
"Tampico","Tamaulipas","ISSSTE","TSIST000182","100"
"Zamora","Michoacán de Ocampo","ISSSTE","MNIST000226","100"
"Dr. Manuel F. Rodriguez","Tamaulipas","ISSSTE","TSIST000071","100"
"Hgr 20 Tijuana","Baja California","IMSS","BCIMS000262","100"
"Hospital General 450","Durango","SSA","DGSSA017872","100"
"Hospital General Ajusco Medio","Ciudad de México","SSA","DFSSA018166","100"
"Hospital General de Axapusco","México","SSA","MCSSA014143","100"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","100"
"Dr. Rafael Barba Ocampo","Morelos","ISSSTE","MSIST000025","100"
"Dra. Columba Rivera Osorio","Hidalgo","ISSSTE","HGIST000106","100"
"Comitan de Dominguez","Chiapas","ISSSTE","CSIST000065","100"
"Hgz 58 Las Margaritas","México","IMSS","MCIMS000734","100"
"HG Hospital General San Fernando","Tamaulipas","SSA","TSSSA002192","100"
"Hospital General de Gómez Palacio","Durango","SSA","DGSSA000676","100"
"Hospital General Celaya","Guanajuato","SSA","GTSSA000766","100"
"Hospital Comunitario Santa Cruz de Juventino Rosas","Guanajuato","SSA","GTSSA016842","100"
"Hospital de Especialidades de La Mujer","Oaxaca","SSA","OCSSA007705","100"
"Hgzmf 10 S. Ixcuintla","Nayarit","IMSS","NTIMS000144","100"
"H.g. Jilotepec","México","SSA","MCSSA010053","100"
"Clínica de La Mujer San Cristóbal de Las Casas","Chiapas","SSA","CSSSA019090","100"
"Hospital Regional de Coatzacoalcos Dr.valentin Gómez Farias","Veracruz de Ignacio de La Llave","SSA","VZSSA001150","100"
"Hospital General de Saltillo","Coahuila de Zaragoza","SSA","CLSSA002734","100"
"Hgz 1 Oaxaca","Oaxaca","IMSS","OCIMS000136","100"
"San Cristobal de Las Casas","Chiapas","ISSSTE","CSIST000193","100"
"Hospital Militar de Zona de Santa María Rayón","México","SEDENA","MCSDN000385","100"
"Coatzacoalcos","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000062","100"
"Hospital General de Zona No 33","Nayarit","IMSS","NTIMS000342","100"
"Hg Oaxaca Dr. Aurelio Valdivieso","Oaxaca","SSA","OCSSA000985","100"
"Hospital General Irapuato","Guanajuato","SSA","GTSSA001652","100"
"Los Mochis","Sinaloa","ISSSTE","SLIST000015","100"
"Hgr 180 Tlajomulco","Jalisco","IMSS","JCIMS001392","100"
"Dr. Fernando Ocaranza","Sonora","ISSSTE","SRIST000133","100"
"Hospital General de Chetumal","Quintana Roo","SSA","QRSSA000373","100"
"Hospital General Torreón (Baja)","Coahuila de Zaragoza","SSA","CLSSA001614","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Enfermería Militar de Temamatla Mex.","México","SEDENA","MCSDN000011","100"
"Hospital Comunitario San Francisco del Rincón","Guanajuato","SSA","GTSSA003793","100"
"Hgz 67 Apodaca","Nuevo León","IMSS","NLIMS000636","100"
"Hospital Militar de Zona de Ixcotel Oax.","Oaxaca","SEDENA","OCSDN000031","100"
"Hgz 71 Chalco","México","IMSS","MCIMS000145","100"
"Hospital General de Zona No. 10","Colima","IMSS","CMIMS000133","100"
"Hgr 251 Metepec","México","IMSS","MCIMS001185","100"
"Hgr 270 Reynosa","Tamaulipas","IMSS","TSIMS000533","100"
