"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hospital General Guanajuato ´´dr. Valentín Gracia´´","Guanajuato","SSA","GTSSA001454","100"
"Hospital General de Manzanillo","Colima","SSA","CMSSA001356","100"
"Hgzmf 1 Pachuca","Hidalgo","IMSS","HGIMS000082","100"
"Hgz 1 Tepic","Nayarit","IMSS","NTIMS000190","100"
"Hospital Especializado de 30 Camas de Juchitan","Oaxaca","SSA","OCSSA007915","100"
"Hgz 58 Las Margaritas","México","IMSS","MCIMS000734","100"
"Hgz 8 Uruapan","Michoacán de Ocampo","IMSS","MNIMS000424","100"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","100"
"Unidad Móvil Temporal Covid","Ciudad de México","IMSS","DFIMS001065","100"
"Instituto Nacional de Perinatología Isidro Espinosa de Los Reyes","Ciudad de México","SSA/CC","DFSSA004096","100"
"Hospital General de Zona No.252","México","IMSS","MCIMS001200","100"
"Hgzmf 4 Iguala","Guerrero","IMSS","GRIMS000112","100"
"Pinos","Zacatecas","IMSS-BIENESTAR","ZSIMO000820","100"
"Hospital Comunitario San Diego de La Union","Guanajuato","SSA","GTSSA017501","100"
"Hospital General 450","Durango","SSA","DGSSA017872","100"
"Presidente Benito Juarez","Oaxaca","ISSSTE","OCIST000112","100"
"Hgz 32 Villa Coapa","Ciudad de México","IMSS","DFIMS000126","100"
"Villa Ocaranza","Hidalgo","SSA","HGSSA003941","100"
"Hgs 33 Tizayuca","Hidalgo","IMSS","HGIMS000135","100"
"Dr. Santiago Ramon Y Cajal","Durango","ISSSTE","DGIST000042","100"
"Hgz 3 S. Juan del Rio","Querétaro","IMSS","QTIMS000186","100"
"Chetumal","Quintana Roo","ISSSTE","QRIST000043","100"
"Enfermería Militar de Zapopan Jal.","Jalisco","SEDENA","JCSDN000034","100"
"Hospital Regional Universitario","Colima","SSA","CMSSA000125","100"
"Dr. Dario Fernandez Fierro","Ciudad de México","ISSSTE","DFIST000324","100"
"Hospital General Pabellón de Arteaga","Aguascalientes","SSA","ASSSA000614","100"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","100"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","100"
"Hospital General Xoco","Ciudad de México","SSA","DFSSA003162","100"
"Zamora","Michoacán de Ocampo","ISSSTE","MNIST000226","100"
"Hospital General Salvatierra","Guanajuato","SSA","GTSSA006495","100"
"Toluca","México","ISSSTE","MCIST000215","100"
"Hgz 98 Coacalco","México","IMSS","MCIMS000080","100"
"Hgr 220 Toluca","México","IMSS","MCIMS000816","100"
"Hospital General Milpa Alta","Ciudad de México","SSA","DFSSA002066","100"
"Hgzmf 2 Zacapu","Michoacán de Ocampo","IMSS","MNIMS000494","100"
"Ixmiquilpan","Hidalgo","ISSSTE","HGIST000065","100"
"Hospital General del Valle del Mezquital Ixmiquilpan","Hidalgo","SSA","HGSSA001590","100"
"Hg Adolfo Prieto","Guerrero","SSA","GRSSA012535","100"
"Hgzmf 76 Xalostoc","México","IMSS","MCIMS000232","100"
