"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Clínica Hospital Mérida","Yucatán","ISSSTE","YNIST000170","100"
"Hospital Comunitario Atotonilco El Alto Madre María Luisita de La Peña Navarro","Jalisco","SSA","JCSSA013762","100"
"La Paz","Baja California Sur","ISSSTE","BSIST000330","100"
"Hgz 51 Chapala","Durango","IMSS","DGIMS000095","100"
"Christus Muguerza Monterrey S. A. de C. V.","Nuevo León","SMP","NLSMP000052","100"
"Instituto Nacional de Neurología Y Neurocirugía Manuel Velasco Suárez","Ciudad de México","SSA/CC","DFSSA004060","100"
"Guanajuato","Guanajuato","ISSSTE","GTIST000074","100"
"Hg Dr. Javier Ramírez Topete","Chihuahua","SSA","CHSSA000570","100"
"Hospital General Santiago Ixcuintla","Nayarit","SSA","NTSSA002166","100"
"Hospital General Ajusco Medio","Ciudad de México","SSA","DFSSA018166","100"
"Hgz 3 Tuxtepec","Oaxaca","IMSS","OCIMS000182","100"
"San Luis Potosi","San Luis Potosí","ISSSTE","SPIST000113","100"
"Hospital General Dr. Desiderio G. Rosado Carbajal","Tabasco","SSA","TCSSA017420","100"
"Hospital General Navojoa","Sonora","SSA","SRSSA001670","100"
"Hg Tuxtepec","Oaxaca","SSA","OCSSA002146","100"
"Hospital Militar Regional de Mérida Yuc.","Yucatán","SEDENA","YNSDN000014","100"
"Los Mochis","Sinaloa","ISSSTE","SLIST000015","100"
"Hgz 57 La Quebrada","México","IMSS","MCIMS000874","100"
"Hospital General de La Zona Norte  Bicentenario de La Independencia","Puebla","SSA","PLSSA015230","100"
"Cd. Guzman","Jalisco","ISSSTE","JCIST000045","100"
"Huajuapan de Leon","Oaxaca","ISSSTE","OCIST000042","100"
"Doctors Hospital","Nuevo León","SMP","NLSMP001085","100"
"Hospital General Dr Eduardo Vazquez N","Puebla","SSA","PLSSA002490","100"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","100"
"Hospital Militar Regional de Mazatlán Sin.","Sinaloa","SEDENA","SLSDN000016","100"
"Hospital Militar Regional de Puebla Pue.","Puebla","SEDENA","PLSDN000015","100"
"Tampico","Tamaulipas","ISSSTE","TSIST000182","100"
"Irapuato","Guanajuato","ISSSTE","GTIST000086","100"
"Hospital General Ixtapan de La Sal","México","SSA","MCSSA010251","100"
"Hospital Regional Cd. Madero","Tamaulipas","PEMEX","TSPMX000010","100"
"Hg Oaxaca Dr. Aurelio Valdivieso","Oaxaca","SSA","OCSSA000985","100"
"Hgz 13 Matamoros","Tamaulipas","IMSS","TSIMS000211","89"
"Hospital General Dr. Manuel Gea González","Ciudad de México","SSA/CC","DFSSA003961","88"
"Hospital Regional de Alta Especialidad Dr. Gustavo A. Rovirosa Pérez","Tabasco","SSA","TCSSA001052","87"
"Hospital Regional Universitario","Colima","SSA","CMSSA000125","86"
"Hgr 180 Tlajomulco","Jalisco","IMSS","JCIMS001392","83"
"Presidente Benito Juarez","Oaxaca","ISSSTE","OCIST000112","83"
"Hospital General de México","Ciudad de México","SSA/CC","DFSSA003973","82"
