"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hospital Militar Regional de Irapuato Gto.","Guanajuato","SEDENA","GTSDN000010","100"
"Presidente Gral. Lazaro Cardenas","Chihuahua","ISSSTE","CHIST000030","100"
"Hgzmf 2 Irapuato","Guanajuato","IMSS","GTIMS000185","100"
"Hospital General Balbuena","Ciudad de México","SSA","DFSSA003722","100"
"Irapuato","Guanajuato","ISSSTE","GTIST000086","100"
"Hgzmf 8 Cd. Sahagun","Hidalgo","IMSS","HGIMS000111","100"
"Hospital General de Apan","Hidalgo","SSA","HGSSA015515","100"
"Hospital General de Acatlán de Osorio","Puebla","SSA","PLSSA008572","100"
"Hgz 5 Metepec","Puebla","IMSS","PLIMS000043","100"
"Hgzmf 28 Martinez Torre","Veracruz de Ignacio de La Llave","IMSS","VZIMS000651","100"
"Hospital General Santiago Ixcuintla","Nayarit","SSA","NTSSA002166","100"
"Hgr 220 Toluca","México","IMSS","MCIMS000816","100"
"19 No. 14","Nayarit","SEDENA","NTSDN000034","100"
"Toluca","México","ISSSTE","MCIST000215","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Dr. Ismael Vazquez Ortiz","Querétaro","ISSSTE","QTIST000046","100"
"Hospital General Huichapan","Hidalgo","SSA","HGSSA001503","100"
"Unidad Médica Regional de Atención A La Gestación Y Al Neonato","Hidalgo","SSA","HGSSA005003","100"
"Hgzmf 6 Tepeji del Rio","Hidalgo","IMSS","HGIMS000123","100"
"Troncoso","Ciudad de México","IMSS","DFIMS000312","100"
"Hgz 32 Villa Coapa","Ciudad de México","IMSS","DFIMS000126","100"
"Hospital Militar de Zona de Santa María Rayón","México","SEDENA","MCSDN000385","100"
"Hgz 3 S. Juan del Rio","Querétaro","IMSS","QTIMS000186","100"
"Hgzmf 50 Lerdo Tejada","Veracruz de Ignacio de La Llave","IMSS","VZIMS000634","100"
"Unidad Móvil Temporal Covid","Ciudad de México","IMSS","DFIMS001065","100"
"Hospital General 450","Durango","SSA","DGSSA017872","100"
"Rioverde","San Luis Potosí","ISSSTE","SPIST000096","100"
"Dr. Santiago Ramon Y Cajal","Durango","ISSSTE","DGIST000042","100"
"Huajuapan de Leon","Oaxaca","ISSSTE","OCIST000042","100"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","100"
"Huauchinango","Puebla","ISSSTE","PLIST000072","100"
"Hospital Real San José S.c","Jalisco","SMP","JCSMP000313","100"
"Dr. Rafael Barba Ocampo","Morelos","ISSSTE","MSIST000025","100"
"Hgzmf 2 Zacapu","Michoacán de Ocampo","IMSS","MNIMS000494","100"
"Enfermería Militar de Zapopan Jal.","Jalisco","SEDENA","JCSDN000034","100"
"Hospital General de Izucar de Matamoros","Puebla","SSA","PLSSA016806","100"
"Miahuatlán de Porfirio Díaz","Oaxaca","IMSS-BIENESTAR","OCIMO000550","100"
"Dr. Fernando Ocaranza","Sonora","ISSSTE","SRIST000133","100"
"Hospital Naval de Acapulco","Guerrero","SEMAR","GRSMA000015","100"
"San Jose del Rincon","México","IMSS-BIENESTAR","MCIMO000093","100"
"Hospital General de Juarez","Nuevo León","SSA","NLSSA004985","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"Hospital General San Felipe del Progreso","México","SSA","MCSSA005095","100"
"Hospital General de Mazatlán","Sinaloa","SSA","SLSSA002585","100"
"Hospital Naval de Mazatlan","Sinaloa","SEMAR","SLSMA000022","100"
"Hospital General Milpa Alta","Ciudad de México","SSA","DFSSA002066","100"
