"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hospital Comunitario San Francisco del Rincón","Guanajuato","SSA","GTSSA003793","100"
"Hg Adolfo Prieto","Guerrero","SSA","GRSSA012535","100"
"Coatzacoalcos","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000062","100"
"Hospital General de Apan","Hidalgo","SSA","HGSSA015515","100"
"Hgr 251 Metepec","México","IMSS","MCIMS001185","100"
"Villa Ocaranza","Hidalgo","SSA","HGSSA003941","100"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","100"
"Hgr 220 Toluca","México","IMSS","MCIMS000816","100"
"Hospital Regional Río Blanco","Veracruz de Ignacio de La Llave","SSA","VZSSA004860","100"
"Leon","Guanajuato","ISSSTE","GTIST000091","100"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","100"
"Hgz 6 Cd.juárez","Chihuahua","IMSS","CHIMS000293","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Clínica de La Mujer San Cristóbal de Las Casas","Chiapas","SSA","CSSSA019090","100"
"Hospital General de Chetumal","Quintana Roo","SSA","QRSSA000373","100"
"Chetumal","Quintana Roo","ISSSTE","QRIST000043","100"
"Cd. Mante","Tamaulipas","ISSSTE","TSIST000054","100"
"Hospital General 450","Durango","SSA","DGSSA017872","100"
"Aguascalientes","Aguascalientes","ISSSTE","ASIST000016","100"
"Dr. Manuel F. Rodriguez","Tamaulipas","ISSSTE","TSIST000071","100"
"Xalapa","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000120","100"
"Hgz 67 Apodaca","Nuevo León","IMSS","NLIMS000636","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"Hgr 180 Tlajomulco","Jalisco","IMSS","JCIMS001392","100"
"Hospital Naval de Mazatlan","Sinaloa","SEMAR","SLSMA000022","100"
"Hgz 71 Chalco","México","IMSS","MCIMS000145","100"
"Hg Juchitan Dr. Macedonio Benitez Fuentes","Oaxaca","SSA","OCSSA007693","100"
"Hospital Especializado de 30 Camas de Juchitan","Oaxaca","SSA","OCSSA007915","100"
"Enfermería Militar de Temamatla Mex.","México","SEDENA","MCSDN000011","100"
"Hospital General Ajusco Medio","Ciudad de México","SSA","DFSSA018166","100"
"Zamora","Michoacán de Ocampo","ISSSTE","MNIST000226","100"
"Dra. Columba Rivera Osorio","Hidalgo","ISSSTE","HGIST000106","100"
"Hg Oaxaca Dr. Aurelio Valdivieso","Oaxaca","SSA","OCSSA000985","100"
"Hgz 1 Oaxaca","Oaxaca","IMSS","OCIMS000136","100"
"Instituto Nacional de Ciencias Médicas Y Nutrición Salvador Zubirán","Ciudad de México","SSA/CC","DFSSA004055","100"
"Hospital de Especialidades de La Mujer","Oaxaca","SSA","OCSSA007705","100"
"Hospital General de Zona No. 10","Colima","IMSS","CMIMS000133","100"
"Hgr 20 Tijuana","Baja California","IMSS","BCIMS000262","100"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","100"
"Hospital Militar de Zona de Ixcotel Oax.","Oaxaca","SEDENA","OCSDN000031","100"
"Hospital General de Saltillo","Coahuila de Zaragoza","SSA","CLSSA002734","100"
"Dr. Jose Ma. Rodriguez","Coahuila de Zaragoza","ISSSTE","CLIST000106","100"
"Hospital General Torreón (Baja)","Coahuila de Zaragoza","SSA","CLSSA001614","100"
"Hospital Militar de Zona de Santa María Rayón","México","SEDENA","MCSDN000385","100"
"H.g. Jilotepec","México","SSA","MCSSA010053","100"
"Hospital Naval de Tampico","Tamaulipas","SEMAR","TSSMA000032","100"
"Motozintla de Mendoza","Chiapas","IMSS-BIENESTAR","CSIMO002620","100"
"Enfermería Militar de Zapopan Jal.","Jalisco","SEDENA","JCSDN000034","100"
"Hospital Comunitario Las Joyas","Guanajuato","SSA","GTSSA005613","100"
"Hospital Real San José S.c","Jalisco","SMP","JCSMP000313","100"
"Hospital General de Zona No 33","Nayarit","IMSS","NTIMS000342","100"
"Hgz 30 Iztacalco","Ciudad de México","IMSS","DFIMS000324","100"
"Hgz 58 Las Margaritas","México","IMSS","MCIMS000734","100"
"Hospital Comunitario Santa Cruz de Juventino Rosas","Guanajuato","SSA","GTSSA016842","100"
"Comitan de Dominguez","Chiapas","ISSSTE","CSIST000065","100"
"Dr. Patricio Trueba Regil","Campeche","ISSSTE","CCIST000021","100"
"5 de Diciembre","Baja California","ISSSTE","BCIST000040","100"
"San Cristobal de Las Casas","Chiapas","ISSSTE","CSIST000193","100"
"Hes Puebla","Puebla","IMSS","PLIMS000200","100"
"Hospital General de San Luis Río Colorado","Sonora","SSA","SRSSA002085","100"
"Centro Estatal de Cuidados Críticos Salamanca","Guanajuato","SSA","GTSSA017315","100"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","100"
"Hgr 270 Reynosa","Tamaulipas","IMSS","TSIMS000533","100"
"Hospital Regional de Alta Especialidad del Bajío","Guanajuato","SSA/CC","GTSSA016796","100"
"Hgzmf 10 S. Ixcuintla","Nayarit","IMSS","NTIMS000144","100"
"Chilpancingo de Los Bravo","Guerrero","ISSSTE","GRIST000112","100"
"Instituto Nacional de Perinatología Isidro Espinosa de Los Reyes","Ciudad de México","SSA/CC","DFSSA004096","100"
"Dr. Bernardo Sepulveda Gutiérrez","Guerrero","SSA","GRSSA004753","100"
"Hgz 2 Tuxtla Gutiérrez","Chiapas","IMSS","CSIMS000251","100"
"Dr. Belisario Dominguez","Chiapas","ISSSTE","CSIST000251","100"
"Hospital General Irapuato","Guanajuato","SSA","GTSSA001652","100"
"Pinotepa Nacional","Oaxaca","ISSSTE","OCIST000240","100"
"Hgzmf 4 Iguala","Guerrero","IMSS","GRIMS000112","100"
"Centro Médico Issemym Lic. Arturo Montiel Rojas Issemym","México","SME","MCSME000921","100"
"Hospital Regional de Coatzacoalcos Dr.valentin Gómez Farias","Veracruz de Ignacio de La Llave","SSA","VZSSA001150","100"
"Hgz No. 20","Puebla","IMSS","PLIMS000586","99"
"Tlaxcala","Tlaxcala","ISSSTE","TLIST000042","97"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","96"
"Hgz 30 Mexicali","Baja California","IMSS","BCIMS000122","96"
"Hospital General Celaya","Guanajuato","SSA","GTSSA000766","94"
"Hgz 3 Navojoa","Sonora","IMSS","SRIMS000541","94"
"Hgzmf 4 Cd. Carmen","Campeche","IMSS","CCIMS000045","93"
"Dr. Daniel Gurria Urgell","Tabasco","ISSSTE","TCIST000063","93"
"Los Mochis","Sinaloa","ISSSTE","SLIST000015","93"
"A D. F.","Ciudad de México","SEDENA","DFSDN000074","93"
"Hgz 68 Tulpetlac","México","IMSS","MCIMS000990","92"
"Hgzmf 2 Irapuato","Guanajuato","IMSS","GTIMS000185","92"
"Hospital General Reynosa Dr. José María Cantú Garza","Tamaulipas","SSA","TSSSA001772","92"
"Hgr 2 Villa Coapa","Ciudad de México","IMSS","DFIMS000814","91"
"Hgz 194 El Molinito","México","IMSS","MCIMS000326","91"
"Acapulco","Guerrero","ISSSTE","GRIST000025","91"
"Hgz 71 Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001124","90"
"Hgz 17 Monterrey","Nuevo León","IMSS","NLIMS000356","90"
"Hospital General Dr. Rubén Leñero","Ciudad de México","SSA","DFSSA003553","90"
"Dr. Baudelio Villanueva","Tamaulipas","ISSSTE","TSIST000100","89"
"Dr. Fernando Ocaranza","Sonora","ISSSTE","SRIST000133","89"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","89"
"Hospital General Dr. Raymundo Abarca Alarcón","Guerrero","SSA","GRSSA009950","89"
"Hgz 5 Metepec","Puebla","IMSS","PLIMS000043","88"
"Hgzmf 2 Apizaco","Tlaxcala","IMSS","TLIMS000030","87"
"Rafael Lucio","Veracruz de Ignacio de La Llave","SSA","VZSSA004855","87"
"Hospital General Dr. Enrique Cabrera","Ciudad de México","SSA","DFSSA017886","87"
"Hgz 1 Tlaxcala","Tlaxcala","IMSS","TLIMS000136","87"
"Hgz 98 Coacalco","México","IMSS","MCIMS000080","86"
"Hes 2 Cm Obregon","Sonora","IMSS","SRIMS000150","86"
"Hospital General de Zona No. 5","Sonora","IMSS","SRIMS000920","86"
"Hgz 4 Celaya","Guanajuato","IMSS","GTIMS000062","86"
"Ocosingo","Chiapas","ISSSTE","CSIST000140","86"
"Hospital General Regional No. 58","Guanajuato","IMSS","GTIMS000564","85"
"Hgr 72 Gustavo Baz","México","IMSS","MCIMS000746","85"
"Hospital General de Mexicali","Baja California","SSA","BCSSA000440","85"
"Hgz 8 Caborca","Sonora","IMSS","SRIMS000116","84"
"Tuxpan","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000296","83"
"Hospital General de Axapusco","México","SSA","MCSSA014143","83"
"Hgz 27 Tlatelolco","Ciudad de México","IMSS","DFIMS000621","83"
"Guanajuato","Guanajuato","ISSSTE","GTIST000074","83"
"Dr. Santiago Ramon Y Cajal","Durango","ISSSTE","DGIST000042","83"
"Hospital de Tlapa","Guerrero","SSA","GRSSA008101","82"
"Hgzmf 8 San Angel","Ciudad de México","IMSS","DFIMS000464","82"
"Dr. Manuel Cardenas de La Vega","Sinaloa","ISSSTE","SLIST000085","81"
"Hg Hospital General de Matamoros Dr. Alfredo Pumarejo","Tamaulipas","SSA","TSSSA001031","81"
"Hgzmf 32 Guasave","Sinaloa","IMSS","SLIMS000271","81"
"Hospital General Tehuacan","Puebla","SSA","PLSSA003663","80"
"Hgr1 C.obregon","Sonora","IMSS","SRIMS000145","80"
"HG de Axochiapan Dr. Ángel Ventura Neri","Morelos","SSA","MSSSA000080","80"
"Hes Cmn Siglo Xxi","Ciudad de México","IMSS","DFIMS000580","80"
"Irapuato","Guanajuato","ISSSTE","GTIST000086","80"
"Hospital General Dr. Desiderio G. Rosado Carbajal","Tabasco","SSA","TCSSA017420","79"
"Hgr 110 Oblatos","Jalisco","IMSS","JCIMS000354","79"
"Hgzmf 6 S.nicolas Garza","Nuevo León","IMSS","NLIMS000525","79"
"Hes Cm La Raza","Ciudad de México","IMSS","DFIMS000020","78"
"Hospital Regional de Alta Especialidad de Zumpango","México","SSA","MCSSA018774","78"
"Hospital General Xoco","Ciudad de México","SSA","DFSSA003162","78"
"Dr. Dario Fernandez Fierro","Ciudad de México","ISSSTE","DFIST000324","78"
"Uruapan del Progreso","Michoacán de Ocampo","ISSSTE","MNIST000202","78"
"Hospital General Ometepec","Guerrero","SSA","GRSSA005762","78"
"Hgzmf 29 S. Juan Aragon","Ciudad de México","IMSS","DFIMS000230","78"
"H.g. José Vicente Villada","México","SSA","MCSSA001636","77"
"Centro Médico Lic. Adolfo López Mateos","México","SSA","MCSSA010222","77"
"Hg Cm La Raza","Ciudad de México","IMSS","DFIMS000061","76"
"Morelia","Michoacán de Ocampo","ISSSTE","MNIST000120","76"
"Hospital Central Militar","Ciudad de México","SEDENA","DFSDN000086","76"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","76"
"22/o. Batallón de   Infantería","Ciudad de México","SEDENA","DFSDN000103","76"
"Hgz 197 Texcoco","México","IMSS","MCIMS000961","76"
"Hgr 46 Guadalaja","Jalisco","IMSS","JCIMS000371","76"
"Zitacuaro","Michoacán de Ocampo","ISSSTE","MNIST000231","75"
"Hospital Naval de Veracruz","Veracruz de Ignacio de La Llave","SEMAR","VZSMA000040","75"
"Hospital Militar Regional de Torreón Coah.","Coahuila de Zaragoza","SEDENA","CLSDN000013","75"
"Hgs 7 La Piedad","Michoacán de Ocampo","IMSS","MNIMS000260","75"
"Dr. Francisco Galindo Chavez","Coahuila de Zaragoza","ISSSTE","CLIST000123","75"
"Cd. del Carmen","Campeche","ISSSTE","CCIST000033","75"
"Hgzmf 50 Lerdo Tejada","Veracruz de Ignacio de La Llave","IMSS","VZIMS000634","75"
"Dr. Roberto Nettel F.","Chiapas","ISSSTE","CSIST000210","75"
"Hes Oblatos","Jalisco","IMSS","JCIMS000301","74"
"Hgzmf 1 Campeche","Campeche","IMSS","CCIMS000016","74"
"H.g. Dr. Gustavo Baz Prada","México","SSA","MCSSA004231","74"
"Dr. Rafael Barba Ocampo","Morelos","ISSSTE","MSIST000025","73"
"19 Tuxtla","Chiapas","SSA","CSSSA009471","73"
"H.g. Dr. Maximiliano Ruíz Castañeda","México","SSA","MCSSA004074","73"
"Hospital General Veracruz","Veracruz de Ignacio de La Llave","PEMEX","VZPMX000071","73"
"Hgzmf 18 Torreon","Coahuila de Zaragoza","IMSS","CLIMS000444","72"
"Hospital de Alta Especialidad de Veracruz","Veracruz de Ignacio de La Llave","SSA","VZSSA006972","72"
"Hospital General Caborca","Sonora","SSA","SRSSA000504","71"
"Hgr 6 Cd. Madero","Tamaulipas","IMSS","TSIMS000071","71"
"Apatzingan de La Constitucion","Michoacán de Ocampo","ISSSTE","MNIST000016","71"
"Gomez Palacio","Durango","ISSSTE","DGIST000054","71"
"Hgz 2 Tulancingo","Hidalgo","IMSS","HGIMS000181","71"
"Hospital Regional Atlacomulco Issemym","México","SME","MCSME000781","71"
"Unidad Móvil Temporal Covid","Ciudad de México","IMSS","DFIMS001065","71"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","71"
"Hospital General de Minatitlan","Veracruz de Ignacio de La Llave","SSA","VZSSA003595","70"
"Hospital Comunitario Purisima del Rincon","Guanajuato","SSA","GTSSA005432","70"
"23/o. Batallon de Infantería","Chihuahua","SEDENA","CHSDN000043","70"
"H.g. Dr. Nicolás San Juan","México","SSA","MCSSA007661","70"
"Hospital Militar de Zona de El Vergel Iztapalapa","Ciudad de México","SEDENA","DFSDN000016","70"
"Hgz 14 C/unidad Quemados","Sonora","IMSS","SRIMS000900","70"
"Hospital General Dr. Manuel Gea González","Ciudad de México","SSA/CC","DFSSA003961","70"
"Hospital General de Tulancingo","Hidalgo","SSA","HGSSA018000","69"
"Monterrey","Nuevo León","ISSSTE","NLIST000105","69"
"Toluca","México","ISSSTE","MCIST000215","69"
"Hinfec Cm La Raza","Ciudad de México","IMSS","DFIMS000056","69"
"Hgzmf 1 Pachuca","Hidalgo","IMSS","HGIMS000082","69"
"Hospital General de Huejotzingo","Puebla","SSA","PLSSA009001","68"
"Hes 1 Merida","Yucatán","IMSS","YNIMS000071","68"
"Orizaba","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000173","67"
"Navojoa","Sonora","ISSSTE","SRIST000162","67"
"Hospital Central Norte","Ciudad de México","PEMEX","DFPMX000012","67"
"Hospital de Traumatología Y Ortopedia Doctor Y General Rafael Moreno Valle","Puebla","SSA","PLSSA009394","67"
"Hg Pochutla","Oaxaca","SSA","OCSSA003715","67"
"Hospital Comunitario Jaral del Progreso","Guanajuato","SSA","GTSSA017426","67"
"Iguala de La Independencia","Guerrero","ISSSTE","GRIST000153","67"
"Instituto Nacional de Neurología Y Neurocirugía Manuel Velasco Suárez","Ciudad de México","SSA/CC","DFSSA004060","67"
"Hgzmf 3 Mazatlan","Sinaloa","IMSS","SLIMS000341","67"
"San Luis Potosi","San Luis Potosí","ISSSTE","SPIST000113","67"
"Hospital General de México","Ciudad de México","SSA/CC","DFSSA003973","67"
"Hospital General de Cholula","Puebla","SSA","PLSSA008425","67"
"Hospital General Navojoa","Sonora","SSA","SRSSA001670","67"
"Hgzmf 1 Tapachula","Chiapas","IMSS","CSIMS000205","66"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","66"
"Hgz 4 Villa Guadalupe","Nuevo León","IMSS","NLIMS000204","65"
"Hospital General Silao","Guanajuato","SSA","GTSSA017023","65"
"Hes 1 Leon","Guanajuato","IMSS","GTIMS000226","65"
"Hospital General La Perla Nezahualcoyotl","México","SSA","MCSSA010292","65"
"Hospital Regional  Poza Rica de Hidalgo","Veracruz de Ignacio de La Llave","SSA","VZSSA004744","65"
"Hospital General Atlacomulco","México","SSA","MCSSA010123","64"
"Hospital General Regional No. 200","México","IMSS","MCIMS001171","64"
"Hospital General de  Boca del Rio","Veracruz de Ignacio de La Llave","SSA","VZSSA010212","64"
"Hospital Regional de Alta Especialidad Dr. Juan Graham Casasus","Tabasco","SSA","TCSSA001064","64"
"Hgz 15 Tehuacan","Puebla","IMSS","PLIMS000405","63"
"Hgrmf 1 Cuernavaca","Morelos","IMSS","MSIMS000054","63"
"Hospital Dr. Julian A. Manzur Ocaña","Tabasco","SME","TCSME000011","63"
"81/o. Batallón de Infanteria","Ciudad de México","SEDENA","DFSDN000115","63"
"Hgzmf 6 Tepeji del Rio","Hidalgo","IMSS","HGIMS000123","62"
"Hospital Regional de  Xalapa  Dr. Luis F.  Nachon","Veracruz de Ignacio de La Llave","SSA","VZSSA002970","62"
"Instituto Nacional de Cancerología","Ciudad de México","SSA/CC","DFSSA004043","62"
"Hospital General de Valladolid","Yucatán","SSA","YNSSA013440","62"
"Hospital Central Sur de Alta Especialidad","Ciudad de México","PEMEX","DFPMX000024","62"
"Hgz No. 48 San Pedro Xalpa","Ciudad de México","IMSS","DFIMS000831","62"
"Hospital General Salamanca","Guanajuato","SSA","GTSSA003233","62"
"Hgz 13 Matamoros","Tamaulipas","IMSS","TSIMS000211","61"
"Clínica de Atención Integral Tierra y Libertad","Nuevo León","SSA","NLSSA003590","61"
"Hosp. Gral. Renacimiento","Guerrero","SSA","GRSSA000034","61"
"Hospital General Regional Dr. Guillermo Soberón Acevedo","Guerrero","SSA","GRSSA010061","61"
"Lic. Adolfo Lopez Mateos","Ciudad de México","ISSSTE","DFIST000201","61"
"Hospital General Acapulco","Guerrero","SSA","GRSSA000010","60"
"Hgz 1 Tepic","Nayarit","IMSS","NTIMS000190","60"
"Hospital Militar Regional de Acapulco Gro.","Guerrero","SEDENA","GRSDN000014","60"
"H.g. Tenancingo","México","SSA","MCSSA006430","60"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","60"
"Hospital General Ixtlahuaca Valentin Gómez Farías","México","SSA","MCSSA002872","60"
"Ixmiquilpan","Hidalgo","ISSSTE","HGIST000065","60"
"Hospital General Los Mochis","Sinaloa","SSA","SLSSA000024","60"
