"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"22/o. Batallón de   Infantería","Ciudad de México","SEDENA","DFSDN000103","100"
"Hgsmf 3 Chilpancingo","Guerrero","IMSS","GRIMS000100","100"
"Hgz No. 48 San Pedro Xalpa","Ciudad de México","IMSS","DFIMS000831","100"
"Hinfec Cm La Raza","Ciudad de México","IMSS","DFIMS000056","100"
"Hospital Regional  Poza Rica de Hidalgo","Veracruz de Ignacio de La Llave","SSA","VZSSA004744","100"
"Hospital General Dr. Raymundo Abarca Alarcón","Guerrero","SSA","GRSSA009950","100"
"Centro Médico Lic. Adolfo López Mateos","México","SSA","MCSSA010222","100"
"H.g. Dr. Maximiliano Ruíz Castañeda","México","SSA","MCSSA004074","100"
"Hgzmf 32 Guasave","Sinaloa","IMSS","SLIMS000271","100"
"Lic. Adolfo Lopez Mateos","Ciudad de México","ISSSTE","DFIST000201","100"
"Hospital General de  Boca del Rio","Veracruz de Ignacio de La Llave","SSA","VZSSA010212","100"
"H.g. Texcoco Guadalupe Victoria Bicentenario","México","SSA","MCSSA018412","100"
"H.g. Dr. Nicolás San Juan","México","SSA","MCSSA007661","100"
"Hospital Naval de Acapulco","Guerrero","SEMAR","GRSMA000015","100"
"Hospital General Dr. Manuel Gea González","Ciudad de México","SSA/CC","DFSSA003961","100"
"H.g. José Vicente Villada","México","SSA","MCSSA001636","100"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","100"
"Dr. Belisario Dominguez","Chiapas","ISSSTE","CSIST000251","100"
"Instituto Nacional de Ciencias Médicas Y Nutrición Salvador Zubirán","Ciudad de México","SSA/CC","DFSSA004055","100"
"Hgz 1 Oaxaca","Oaxaca","IMSS","OCIMS000136","100"
"Tampico","Tamaulipas","ISSSTE","TSIST000182","100"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","100"
"Hospital General de Minatitlan","Veracruz de Ignacio de La Llave","SSA","VZSSA003595","100"
"Presidente Benito Juarez","Oaxaca","ISSSTE","OCIST000112","100"
"Rafael Lucio","Veracruz de Ignacio de La Llave","SSA","VZSSA004855","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"Hgz 49 Los Mochis","Sinaloa","IMSS","SLIMS000020","100"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","100"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","100"
"H.g. Jilotepec","México","SSA","MCSSA010053","100"
"Coatzacoalcos","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000062","100"
"Hospital General Dr. Desiderio G. Rosado Carbajal","Tabasco","SSA","TCSSA017420","100"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","100"
"Hgz 30 Mexicali","Baja California","IMSS","BCIMS000122","100"
"Hospital de Especialidades de Chetumal","Quintana Roo","SSA","QRSSA001843","100"
"Hgz 1 Tlaxcala","Tlaxcala","IMSS","TLIMS000136","100"
"Comitan de Dominguez","Chiapas","ISSSTE","CSIST000065","100"
"Hgz No. 20","Puebla","IMSS","PLIMS000586","96"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","96"
"Hgr 1 Tijuana","Baja California","IMSS","BCIMS000373","95"
"Hgr 251 Metepec","México","IMSS","MCIMS001185","95"
"Hgz 71 Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001124","94"
"Hes Cm La Raza","Ciudad de México","IMSS","DFIMS000020","93"
"Hospital General de Zona No. 5","Sonora","IMSS","SRIMS000920","92"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","92"
"Hgz 58 Las Margaritas","México","IMSS","MCIMS000734","91"
"Hgz 3 Cancun","Quintana Roo","IMSS","QRIMS000060","90"
"Hospital Regional de Alta Especialidad Ixtapaluca","México","SSA/CC","MCSSA018786","89"
"Hospital Regional Minatitlán","Veracruz de Ignacio de La Llave","PEMEX","VZPMX000054","89"
"Hes Puebla","Puebla","IMSS","PLIMS000200","89"
"Hg Cm La Raza","Ciudad de México","IMSS","DFIMS000061","89"
"Hgr 110 Oblatos","Jalisco","IMSS","JCIMS000354","88"
"Hgzmf 1 Tapachula","Chiapas","IMSS","CSIMS000205","88"
"Hgz 68 Tulpetlac","México","IMSS","MCIMS000990","87"
"H.g. Dr.salvador González Herrejon","México","SSA","MCSSA001011","86"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","85"
"Hospital General de México","Ciudad de México","SSA/CC","DFSSA003973","84"
"Hospital General de Cholula","Puebla","SSA","PLSSA008425","83"
"Hospital Juárez de México","Ciudad de México","SSA/CC","DFSSA003944","83"
"Hospital de Alta Especialidad de Veracruz","Veracruz de Ignacio de La Llave","SSA","VZSSA006972","83"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","83"
"Centro Médico Issemym Lic. Arturo Montiel Rojas Issemym","México","SME","MCSME000921","83"
"Hgzmf 8 Ensenada","Baja California","IMSS","BCIMS000011","82"
"Hospital Regional Río Blanco","Veracruz de Ignacio de La Llave","SSA","VZSSA004860","82"
"Hgz 30 Iztacalco","Ciudad de México","IMSS","DFIMS000324","82"
"Hgz 14 C/unidad Quemados","Sonora","IMSS","SRIMS000900","81"
"H.g. Valentín Gómez Farías (san Francisco Zentlalpan)","México","SSA","MCSSA018750","80"
"Hospital General Regional No. 2 El Marques","Querétaro","IMSS","QTIMS000285","80"
"Hgz 1a Venados","Ciudad de México","IMSS","DFIMS000522","78"
"Hospital General de Tulancingo","Hidalgo","SSA","HGSSA018000","78"
"Hospital General Tijuana","Baja California","SSA","BCSSA000913","78"
"Hgz 194 El Molinito","México","IMSS","MCIMS000326","78"
"Chilpancingo de Los Bravo","Guerrero","ISSSTE","GRIST000112","75"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","74"
"Hes 14 Cmn Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001112","74"
"Hgr 20 Tijuana","Baja California","IMSS","BCIMS000262","73"
"Hospital General Tláhuac","Ciudad de México","SSA","DFSSA018154","73"
"Clínica de La Mujer San Cristóbal de Las Casas","Chiapas","SSA","CSSSA019090","71"
"Hgzmf 18 Torreon","Coahuila de Zaragoza","IMSS","CLIMS000444","71"
"Hgz 98 Coacalco","México","IMSS","MCIMS000080","71"
"Hospital Central Militar","Ciudad de México","SEDENA","DFSDN000086","71"
"Troncoso","Ciudad de México","IMSS","DFIMS000312","71"
"Hgr1 C.obregon","Sonora","IMSS","SRIMS000145","70"
"19 (extensión Hospital Huejutla)","Hidalgo","SSA","HGSSA005032","70"
"Hospital General de San Luis Río Colorado","Sonora","SSA","SRSSA002085","70"
"Dr. Manuel Cardenas de La Vega","Sinaloa","ISSSTE","SLIST000085","70"
"Hgz 57 La Quebrada","México","IMSS","MCIMS000874","70"
"Hgr 66 Cd. Juárez","Chihuahua","IMSS","CHIMS000573","68"
"Hospital General Cd. del Carmen","Campeche","PEMEX","CCPMX000013","67"
"Hgr 196 Fidel Velazquez","México","IMSS","MCIMS000244","67"
"Hgzmf 50 Lerdo Tejada","Veracruz de Ignacio de La Llave","IMSS","VZIMS000634","67"
