"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hgsmf 9 Apatzigan","Michoacán de Ocampo","IMSS","MNIMS000021","100"
"Hospital Militar Regional de Mérida Yuc.","Yucatán","SEDENA","YNSDN000014","100"
"Hgz 57 La Quebrada","México","IMSS","MCIMS000874","100"
"San Luis Potosi","San Luis Potosí","ISSSTE","SPIST000113","100"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","100"
"Hgz 3 Tuxtepec","Oaxaca","IMSS","OCIMS000182","100"
"Hospital Regional de Ciudad Guzman","Jalisco","SSA","JCSSA001326","100"
"Hg Juchitan Dr. Macedonio Benitez Fuentes","Oaxaca","SSA","OCSSA007693","100"
"Hospital General de Axochiapan","Morelos","SSA","MSSSA003020","100"
"Comitan de Dominguez","Chiapas","ISSSTE","CSIST000065","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Unidad Médica Regional de Atención A La Gestación Y Al Neonato","Hidalgo","SSA","HGSSA005003","100"
"Hgzmf 2 Salina Cruz","Oaxaca","IMSS","OCIMS000170","100"
"Teziutlan","Puebla","ISSSTE","PLIST000171","100"
"Hospital Militar Regional de Puebla Pue.","Puebla","SEDENA","PLSDN000015","100"
"San Jose del Cabo","Baja California Sur","ISSSTE","BSIST000101","100"
"Ricardo Flores Magon","Michoacán de Ocampo","ISSSTE","MNIST000103","100"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","100"
"Chetumal","Quintana Roo","ISSSTE","QRIST000043","100"
"Doctors Hospital","Nuevo León","SMP","NLSMP001085","100"
"Hg Dr. Javier Ramírez Topete","Chihuahua","SSA","CHSSA000570","100"
"Toluca","México","ISSSTE","MCIST000215","93"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","89"
"Hospital Central Militar","Ciudad de México","SEDENA","DFSDN000086","88"
"Hospital Militar de Especialidades de La Mujer Y Neonatologia","Ciudad de México","SEDENA","DFSDN000062","85"
"Presidente Benito Juarez","Oaxaca","ISSSTE","OCIST000112","85"
"Centro Banamex","Ciudad de México","SSA","DFSSA004970","84"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","82"
"Hgz No. 48 San Pedro Xalpa","Ciudad de México","IMSS","DFIMS000831","80"
"Hospital Central Dr. Ignacio Morones Prieto","San Luis Potosí","SSA","SPSSA001102","80"
"Celaya","Guanajuato","ISSSTE","GTIST000045","80"
"Lic. Adolfo Lopez Mateos","Ciudad de México","ISSSTE","DFIST000201","80"
"Hgz 6 Cd.juárez","Chihuahua","IMSS","CHIMS000293","79"
"Hgz 50 Tangamanga","San Luis Potosí","IMSS","SPIMS000376","78"
"Hgr 1 Queretaro","Querétaro","IMSS","QTIMS000092","75"
"Hospital General del Estado Dr. Ernesto Ramos Bours","Sonora","SSA","SRSSA001110","75"
"Hospital Para El Niño Imiem","México","SME","MCSME000011","75"
"Hg Tuxtepec","Oaxaca","SSA","OCSSA002146","75"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","74"
"Morelia","Michoacán de Ocampo","ISSSTE","MNIST000120","73"
"Hgz 8 Uruapan","Michoacán de Ocampo","IMSS","MNIMS000424","73"
"Hospital General Dr. Manuel Gea González","Ciudad de México","SSA/CC","DFSSA003961","73"
"Centro Médico Naval","Ciudad de México","SEMAR","DFSMA000010","71"
"Hgz 15 Tehuacan","Puebla","IMSS","PLIMS000405","71"
"Hgz 194 El Molinito","México","IMSS","MCIMS000326","70"
"Hgr 6 Cd. Madero","Tamaulipas","IMSS","TSIMS000071","70"
"Hg Maravatio","Michoacán de Ocampo","SSA","MNSSA016475","70"
"H.g. Chimalhuacán","México","SSA","MCSSA002020","69"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","68"
"Hgz 83 Morelia","Michoacán de Ocampo","IMSS","MNIMS000593","67"
"Hgzmf 1 San Luis Potosi","San Luis Potosí","IMSS","SPIMS000171","67"
"Patzcuaro","Michoacán de Ocampo","ISSSTE","MNIST000144","67"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","67"
"Uruapan del Progreso","Michoacán de Ocampo","ISSSTE","MNIST000202","67"
"Hospital General Agustín O´horán","Yucatán","SSA","YNSSA000565","67"
"Hgsmf 30 Guamuchil","Sinaloa","IMSS","SLIMS000411","67"
"Hgz 58 Las Margaritas","México","IMSS","MCIMS000734","62"
"Hospital General de Manzanillo","Colima","SSA","CMSSA001356","62"
"Hgr Orizaba","Veracruz de Ignacio de La Llave","IMSS","VZIMS000733","62"
"Dr. Jose Ma. Rodriguez","Coahuila de Zaragoza","ISSSTE","CLIST000106","62"
"Hgr 1 Ignacio García Tellez","Yucatán","IMSS","YNIMS000083","62"
"19","Guanajuato","SSA","GTSSA002101","62"
"Hgz 71 Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001124","62"
"H.g. Dr. Nicolás San Juan","México","SSA","MCSSA007661","62"
"Hospital de Tlapa","Guerrero","SSA","GRSSA008101","60"
"Hgz No. 20","Puebla","IMSS","PLIMS000586","60"
"Centenario de La Revolucion Mexicana","Morelos","ISSSTE","MSIST000293","60"
"Centro Médico Issemym Lic. Arturo Montiel Rojas Issemym","México","SME","MCSME000921","59"
"Hospital Central del Estado","Chihuahua","SSA","CHSSA000676","59"
"Hgz 3 S. Juan del Rio","Querétaro","IMSS","QTIMS000186","57"
"Hgzmf 2 San Luis Potosi","San Luis Potosí","IMSS","SPIMS000183","56"
"Hgz 11 Jalapa","Veracruz de Ignacio de La Llave","IMSS","VZIMS000564","55"
"Dr. Dario Fernandez Fierro","Ciudad de México","ISSSTE","DFIST000324","55"
"Hospital General Dr. Enrique Cabrera","Ciudad de México","SSA","DFSSA017886","53"
"Hg Cm La Raza","Ciudad de México","IMSS","DFIMS000061","51"
"Hgz 1 Oaxaca","Oaxaca","IMSS","OCIMS000136","51"
"Hospital Metropolitano","Nuevo León","SSA","NLSSA004046","51"
"Hospital General del Valle del Mezquital Ixmiquilpan","Hidalgo","SSA","HGSSA001590","50"
"Tehuantepec","Oaxaca","ISSSTE","OCIST000252","50"
"Hgzmf 12 Lazaro Cardenas","Michoacán de Ocampo","IMSS","MNIMS000161","50"
"Hgzmf 50 Lerdo Tejada","Veracruz de Ignacio de La Llave","IMSS","VZIMS000634","50"
"Hgz 46 Dr. B Reynés B","Tabasco","IMSS","TCIMS000121","50"
"Hospital General Ixtapan de La Sal","México","SSA","MCSSA010251","50"
"Hospital Militar de Zona de Ixcotel Oax.","Oaxaca","SEDENA","OCSDN000031","50"
"Cd. Delicias","Chihuahua","ISSSTE","CHIST000042","50"
"Agosto 12","Tamaulipas","ISSSTE","TSIST000095","50"
"Hospital Regional de Delicias","Chihuahua","SSA","CHSSA001026","50"
"Hgz 23 Teziutlan","Puebla","IMSS","PLIMS000446","50"
"Hospital Regional Universitario","Colima","SSA","CMSSA000125","50"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","50"
"Unidad de Detección Y Diagnostico Saltillo","Coahuila de Zaragoza","IMSS","CLIMS000596","50"
"Hospital General de Chetumal","Quintana Roo","SSA","QRSSA000373","50"
"Hospital Tlahuac","Ciudad de México","ISSSTE","DFIST001053","50"
"Hospital General Tehuacan","Puebla","SSA","PLSSA003663","50"
"Hgzmf 1 Cd. Víctoria","Tamaulipas","IMSS","TSIMS000380","50"
"Dr. Miguel Trejo Ochoa","Colima","ISSSTE","CMIST000010","50"
"Hgz 1 Aguascalientes","Aguascalientes","IMSS","ASIMS000021","49"
"Hospital Regional de Alta Especialidad Dr. Juan Graham Casasus","Tabasco","SSA","TCSSA001064","48"
"Hr_issste","Puebla","ISSSTE","PLIST000101","48"
"Centro Médico Lic. Adolfo López Mateos","México","SSA","MCSSA010222","47"
"H.g. Valentín Gómez Farías (san Francisco Zentlalpan)","México","SSA","MCSSA018750","47"
"Hospital Regional de Alta Especialidad Ixtapaluca","México","SSA/CC","MCSSA018786","47"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","47"
"Hospital Real San José S.c","Jalisco","SMP","JCSMP000313","47"
"Hgz 32 Villa Coapa","Ciudad de México","IMSS","DFIMS000126","46"
"Centenario Hospital Miguel Hidalgo","Aguascalientes","SSA","ASSSA001331","46"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","45"
"Hinfec Cm La Raza","Ciudad de México","IMSS","DFIMS000056","45"
"Hospital General de Cholula","Puebla","SSA","PLSSA008425","45"
"Centro de Alta Especialidad  Dr. Rafael Lucio","Veracruz de Ignacio de La Llave","SSA","VZSSA002965","45"
"Hospital General Dr. Raymundo Abarca Alarcón","Guerrero","SSA","GRSSA009950","45"
"Hgr1 C.obregon","Sonora","IMSS","SRIMS000145","44"
"Hospital General Ixtlahuaca Valentin Gómez Farías","México","SSA","MCSSA002872","44"
"Hgz 4 Celaya","Guanajuato","IMSS","GTIMS000062","44"
"Hgz 13 Matamoros","Tamaulipas","IMSS","TSIMS000211","44"
"Hgzmf 1 La Paz","Baja California Sur","IMSS","BSIMS000113","44"
"Hes Puebla","Puebla","IMSS","PLIMS000200","44"
"19 (extensión Hospital Pachuca)","Hidalgo","SSA","HGSSA005020","43"
"Hgr 72 Gustavo Baz","México","IMSS","MCIMS000746","43"
"Hospital General Regional No. 2 El Marques","Querétaro","IMSS","QTIMS000285","43"
"Hospital General La Perla Nezahualcoyotl","México","SSA","MCSSA010292","43"
"Hospital General Tula","Hidalgo","SSA","HGSSA015532","43"
"Hospital General Milpa Alta","Ciudad de México","SSA","DFSSA002066","43"
"19 En Valladolid","Yucatán","SSA","YNSSA001871","42"
"Hospital General de Ríoverde","San Luis Potosí","SSA","SPSSA000945","42"
"Hes Cmn Siglo Xxi","Ciudad de México","IMSS","DFIMS000580","42"
"Hg  Juárez","Chihuahua","SSA","CHSSA001801","42"
"Hgr 1 Charo","Michoacán de Ocampo","IMSS","MNIMS000605","41"
"Hgr 196 Fidel Velazquez","México","IMSS","MCIMS000244","41"
"Hgr 1 V. Guerrero","Guerrero","IMSS","GRIMS000013","41"
"Hgz 3 Mante","Tamaulipas","IMSS","TSIMS000182","40"
"Hospital General Dr. Rubén Leñero","Ciudad de México","SSA","DFSSA003553","40"
"H.g.r. Emilio Sánchez Piedras","Tlaxcala","SSA","TLSSA001376","40"
"Hgzmf 2 Irapuato","Guanajuato","IMSS","GTIMS000185","40"
"Hospital General Iztapalapa","Ciudad de México","SSA","DFSSA001540","40"
"Hgzmf 1 Chetumal","Quintana Roo","IMSS","QRIMS000031","40"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","40"
"Hgr 110 Oblatos","Jalisco","IMSS","JCIMS000354","40"
"Hgzmf 32 Guasave","Sinaloa","IMSS","SLIMS000271","40"
"Hospital General Las Américas","México","SSA","MCSSA010280","40"
"Hgz 5 Metepec","Puebla","IMSS","PLIMS000043","40"
"Hospital General Tuxpan Dr. Emilio Alcazar","Veracruz de Ignacio de La Llave","SSA","VZSSA006815","40"
"Hospital Comunitario Apaseo El Alto","Guanajuato","SSA","GTSSA017402","40"
"Hgzmf 11 Cd. Delicias","Chihuahua","IMSS","CHIMS000206","40"
"Zacatecas","Zacatecas","ISSSTE","ZSIST000160","40"
"Hgz 1 Tlaxcala","Tlaxcala","IMSS","TLIMS000136","39"
"Hgz 197 Texcoco","México","IMSS","MCIMS000961","38"
"H.g. José Vicente Villada","México","SSA","MCSSA001636","38"
"Hospital General Regional No. 58","Guanajuato","IMSS","GTIMS000564","38"
"Hospital Santa Cecilia de Monterrey","Nuevo León","SMP","NLSMP000740","38"
"Hgr 1 Chihuahua","Chihuahua","IMSS","CHIMS000136","38"
"Hospital General Regional No. 200","México","IMSS","MCIMS001171","38"
"Hgz 3 Cancun","Quintana Roo","IMSS","QRIMS000060","38"
"Hospital General Queretaro","Querétaro","SSA","QTSSA001752","37"
"Merida","Yucatán","ISSSTE","YNIST000030","37"
"Hes Cm La Raza","Ciudad de México","IMSS","DFIMS000020","37"
"Hgs 33 Tizayuca","Hidalgo","IMSS","HGIMS000135","37"
"Hgz 1a Venados","Ciudad de México","IMSS","DFIMS000522","37"
"Hospital Militar Regional de Mazatlán Sin.","Sinaloa","SEDENA","SLSDN000016","35"
"81/o. Batallón de Infanteria","Ciudad de México","SEDENA","DFSDN000115","35"
