"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Axtla de Terrazas","San Luis Potosí","IMSS-BIENESTAR","SPIMO002475","200"
"Hospital General Cd. Acuña","Coahuila de Zaragoza","SSA","CLSSA000033","150"
"Enfermería Militar de Temamatla Mex.","México","SEDENA","MCSDN000011","100"
"San Luis Potosi","San Luis Potosí","ISSSTE","SPIST000113","100"
"Hospital Regional de  Xalapa  Dr. Luis F.  Nachon","Veracruz de Ignacio de La Llave","SSA","VZSSA002970","100"
"Uruapan del Progreso","Michoacán de Ocampo","ISSSTE","MNIST000202","100"
"Zimapan","Hidalgo","ISSSTE","HGIST000362","100"
"Centro de Alta Especialidad  Dr. Rafael Lucio","Veracruz de Ignacio de La Llave","SSA","VZSSA002965","100"
"Rio Bravo","Tamaulipas","ISSSTE","TSIST000170","100"
"Hgzmf 1 Cd. Víctoria","Tamaulipas","IMSS","TSIMS000380","100"
"Hospital General San Felipe del Progreso","México","SSA","MCSSA005095","100"
"Zamora","Michoacán de Ocampo","ISSSTE","MNIST000226","100"
"Hospital Regional de Alta Especialidad del Bajío","Guanajuato","SSA/CC","GTSSA016796","100"
"Matehuala","San Luis Potosí","ISSSTE","SPIST000084","100"
"Leon","Guanajuato","ISSSTE","GTIST000091","100"
"Centro Estatal de Cuidados Críticos Salamanca","Guanajuato","SSA","GTSSA017315","100"
"Xalapa","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000120","100"
"Hospital Comunitario Jaral del Progreso","Guanajuato","SSA","GTSSA017426","100"
"Hospital Naval de Veracruz","Veracruz de Ignacio de La Llave","SEMAR","VZSMA000040","100"
"Hospital General Ajusco Medio","Ciudad de México","SSA","DFSSA018166","100"
"Hospital General de Tekax","Yucatán","SSA","YNSSA013476","100"
"Hospital Central del Estado","Chihuahua","SSA","CHSSA000676","100"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","100"
"Hgz 71 Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001124","100"
"Instituto Nacional de Neurología Y Neurocirugía Manuel Velasco Suárez","Ciudad de México","SSA/CC","DFSSA004060","100"
"Hospital General de  Boca del Rio","Veracruz de Ignacio de La Llave","SSA","VZSSA010212","100"
"Hospital General Pabellón de Arteaga","Aguascalientes","SSA","ASSSA000614","100"
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas","Ciudad de México","SSA/CC","DFSSA004026","100"
"Hospital General Rincón de Romos","Aguascalientes","SSA","ASSSA000655","100"
"Hgr 251 Metepec","México","IMSS","MCIMS001185","100"
"Hgsmf 26 Cabo San Lucas","Baja California Sur","IMSS","BSIMS000154","100"
"San Salvador El Seco","Puebla","IMSS-BIENESTAR","PLIMO002004","100"
"Hospital General de Manzanillo","Colima","SSA","CMSSA001356","100"
"Aguascalientes","Aguascalientes","ISSSTE","ASIST000016","100"
"Hospital Naval de Tampico","Tamaulipas","SEMAR","TSSMA000032","100"
"Hc Tuzantla","Michoacán de Ocampo","SSA","MNSSA016504","100"
"Hospital Militar Regional de Tuxtla Gtz. Chis.","Chiapas","SEDENA","CSSDN000013","100"
"Tampico","Tamaulipas","ISSSTE","TSIST000182","100"
"Hg Adolfo Prieto","Guerrero","SSA","GRSSA012535","100"
"Hospital Militar de Zona de Villahermosa Tab.","Tabasco","SEDENA","TCSDN000011","100"
"Guanajuato","Guanajuato","ISSSTE","GTIST000074","100"
"Hospital de Traumatología Y Ortopedia Doctor Y General Rafael Moreno Valle","Puebla","SSA","PLSSA009394","100"
"Cd. del Carmen","Campeche","ISSSTE","CCIST000033","100"
"Centro Banamex","Ciudad de México","SSA","DFSSA004970","100"
"Dra. Columba Rivera Osorio","Hidalgo","ISSSTE","HGIST000106","100"
"Instituto Nacional de Perinatología Isidro Espinosa de Los Reyes","Ciudad de México","SSA/CC","DFSSA004096","100"
"Hospital General Cadereyta","Nuevo León","PEMEX","NLPMX000015","100"
"HG Hospital General San Fernando","Tamaulipas","SSA","TSSSA002192","100"
"Dr. Patricio Trueba Regil","Campeche","ISSSTE","CCIST000021","100"
"Hgr 220 Toluca","México","IMSS","MCIMS000816","100"
"Hospital Militar Regional de Mérida Yuc.","Yucatán","SEDENA","YNSDN000014","100"
"Hospital General Agustín O´horán","Yucatán","SSA","YNSSA000565","100"
"Dr. Manuel F. Rodriguez","Tamaulipas","ISSSTE","TSIST000071","100"
"Hospital Naval de Acapulco","Guerrero","SEMAR","GRSMA000015","100"
"Hg Tehuantepec","Oaxaca","SSA","OCSSA018473","100"
"Hg Salina Cruz","Oaxaca","SSA","OCSSA019873","100"
"Hospital Militar Regional de Hermosillo Son.","Sonora","SEDENA","SRSDN000011","100"
"Hgz 194 El Molinito","México","IMSS","MCIMS000326","100"
"Hospital Especializado de 30 Camas de Juchitan","Oaxaca","SSA","OCSSA007915","100"
"Los Mochis","Sinaloa","ISSSTE","SLIST000015","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"19 No. 14","Nayarit","SEDENA","NTSDN000034","100"
"Hgz 1 Tepic","Nayarit","IMSS","NTIMS000190","100"
"Fundacion Santos Y de La Garza Evia Ibp","Nuevo León","SMP","NLSMP000023","100"
"Ixmiquilpan","Hidalgo","ISSSTE","HGIST000065","100"
"Hospital Naval de Mazatlan","Sinaloa","SEMAR","SLSMA000022","100"
"Hg Huajuapan Enf. María del Pilar Sánchez Villavicencio","Oaxaca","SSA","OCSSA000524","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"Coatzacoalcos","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000062","100"
"Hospital General 450","Durango","SSA","DGSSA017872","100"
"Rioverde","San Luis Potosí","ISSSTE","SPIST000096","100"
"7/o. Batallon de Ingenieros de Combate","Yucatán","SEDENA","YNSDN000084","100"
"Hospital Militar de Zona de Santa María Rayón","México","SEDENA","MCSDN000385","100"
"Orizaba","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000173","100"
"Dr. Baudelio Villanueva","Tamaulipas","ISSSTE","TSIST000100","100"
"Hospital Militar Regional del Cipres B. C.","Baja California","SEDENA","BCSDN000024","100"
"Hgz 30 Iztacalco","Ciudad de México","IMSS","DFIMS000324","100"
"Hospital Militar Regional de Chilpancingo Gro.","Guerrero","SEDENA","GRSDN000026","100"
"Tuxpan","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000296","100"
"Cd. Valles","San Luis Potosí","ISSSTE","SPIST000055","100"
"Hgz 3 Mante","Tamaulipas","IMSS","TSIMS000182","100"
"Hospital Real San José S.c","Jalisco","SMP","JCSMP000313","100"
"Hg Puerto Escondido","Oaxaca","SSA","OCSSA020030","100"
"Hospital General San Luis de La Paz","Guanajuato","SSA","GTSSA004003","100"
"Hospital Militar de Zona de Ixcotel Oax.","Oaxaca","SEDENA","OCSDN000031","100"
"Hgzmf 2 Monterrey","Nuevo León","IMSS","NLIMS000373","100"
"Hospital General San José Iturbide","Guanajuato","SSA","GTSSA016912","100"
"Hospital General de Gómez Palacio","Durango","SSA","DGSSA000676","100"
"Hospital Metropolitano","Nuevo León","SSA","NLSSA004046","100"
"Hospital General de Zona No 33","Nayarit","IMSS","NTIMS000342","100"
"Agosto 12","Tamaulipas","ISSSTE","TSIST000095","100"
"Hgr 6 Cd. Madero","Tamaulipas","IMSS","TSIMS000071","99"
"Centro Médico Issemym Lic. Arturo Montiel Rojas Issemym","México","SME","MCSME000921","98"
"Hes 1 Merida","Yucatán","IMSS","YNIMS000071","98"
"Hospital General Irapuato","Guanajuato","SSA","GTSSA001652","97"
"Hospital General de Tampico Dr. Carlos Canseco","Tamaulipas","SSA","TSSSA005151","97"
"Hospital Regional de Coatzacoalcos Dr.valentin Gómez Farias","Veracruz de Ignacio de La Llave","SSA","VZSSA001150","96"
"Hgz 5 Metepec","Puebla","IMSS","PLIMS000043","95"
"Hospital Regional  Poza Rica de Hidalgo","Veracruz de Ignacio de La Llave","SSA","VZSSA004744","95"
"Hospital Comunitario Purisima del Rincon","Guanajuato","SSA","GTSSA005432","95"
"Hgz 4 Villa Guadalupe","Nuevo León","IMSS","NLIMS000204","94"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","94"
"45/o. Batallón de Infantería","Veracruz de Ignacio de La Llave","SEDENA","VZSDN000186","93"
"Hgz 11 Nuevo Laredo","Tamaulipas","IMSS","TSIMS000276","93"
"Dr. Manuel Cardenas de La Vega","Sinaloa","ISSSTE","SLIST000085","93"
"Hgzmf 1 Chetumal","Quintana Roo","IMSS","QRIMS000031","93"
"Hgz 6 Cd. Valles","San Luis Potosí","IMSS","SPIMS000072","92"
"Zacatecas","Zacatecas","ISSSTE","ZSIST000160","92"
"Hg Oaxaca Dr. Aurelio Valdivieso","Oaxaca","SSA","OCSSA000985","92"
"Hgzmf 21 Leon","Guanajuato","IMSS","GTIMS000243","92"
"Hgz 23 Teziutlan","Puebla","IMSS","PLIMS000446","92"
"Hgzmf 2 Irapuato","Guanajuato","IMSS","GTIMS000185","92"
"Hgz 11 Piedras Negras","Coahuila de Zaragoza","IMSS","CLIMS000251","92"
"Dr. Rafael Barba Ocampo","Morelos","ISSSTE","MSIST000025","91"
"Hgzmf 3 Mazatlan","Sinaloa","IMSS","SLIMS000341","91"
"Hgz 1 Saltillo","Coahuila de Zaragoza","IMSS","CLIMS000321","91"
"Hgz 13 Matamoros","Tamaulipas","IMSS","TSIMS000211","91"
"Irapuato","Guanajuato","ISSSTE","GTIST000086","91"
"Hospital General Valle de Santiago","Guanajuato","SSA","GTSSA017385","90"
"Hgzmf 6 S.nicolas Garza","Nuevo León","IMSS","NLIMS000525","90"
"19 Villaflores","Chiapas","SSA","CSSSA009500","90"
"Hgzmf 2 Saltillo","Coahuila de Zaragoza","IMSS","CLIMS000333","90"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","89"
"Hospital de Tlapa","Guerrero","SSA","GRSSA008101","89"
"A D. F.","Ciudad de México","SEDENA","DFSDN000074","89"
"Dr. Jose Ma. Rodriguez","Coahuila de Zaragoza","ISSSTE","CLIST000106","89"
"Dr. Fernando Ocaranza","Sonora","ISSSTE","SRIST000133","89"
"Hgz 3 Cancun","Quintana Roo","IMSS","QRIMS000060","88"
"Hgs 5 Guerrero Negro","Baja California Sur","IMSS","BSIMS000072","88"
"Hgzmf 2 San Luis Potosi","San Luis Potosí","IMSS","SPIMS000183","88"
"Hospital Militar Regional de Tuxpan Ver.","Veracruz de Ignacio de La Llave","SEDENA","VZSDN000022","88"
"Hospital Militar Regional de Torreón Coah.","Coahuila de Zaragoza","SEDENA","CLSDN000013","88"
"Hgzmf 16 Torreon","Coahuila de Zaragoza","IMSS","CLIMS000432","88"
"Hgz 50 Tangamanga","San Luis Potosí","IMSS","SPIMS000376","87"
"Hgz 30 Mexicali","Baja California","IMSS","BCIMS000122","87"
"Hospital Universitario Dr. José Eleuterio González","Nuevo León","HUN","NLHUN000014","87"
"Instituto Nacional de Ciencias Médicas Y Nutrición Salvador Zubirán","Ciudad de México","SSA/CC","DFSSA004055","87"
"Uneme de Urgencias Zacatecas","Zacatecas","SSA","ZSSSA013172","87"
"Hgr 17 Cancun","Quintana Roo","IMSS","QRIMS000142","86"
"Hospital General de Zona No. 1","Colima","IMSS","CMIMS000186","86"
"Hg Cm La Raza","Ciudad de México","IMSS","DFIMS000061","86"
"Hgz 83 Morelia","Michoacán de Ocampo","IMSS","MNIMS000593","86"
"Hospital Regional Poza Rica","Veracruz de Ignacio de La Llave","PEMEX","VZPMX000066","85"
"Hgz 17 Monterrey","Nuevo León","IMSS","NLIMS000356","85"
"19 Tuxtla","Chiapas","SSA","CSSSA009471","85"
"Hospital General Dr Eduardo Vazquez N","Puebla","SSA","PLSSA002490","85"
