"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hgzmf 1 Tapachula","Chiapas","IMSS","CSIMS000205","100"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","100"
"Hgz 197 Texcoco","México","IMSS","MCIMS000961","100"
"H.g. Dr.salvador González Herrejon","México","SSA","MCSSA001011","100"
"Hospital Juárez de México","Ciudad de México","SSA/CC","DFSSA003944","89"
"Hinfec Cm La Raza","Ciudad de México","IMSS","DFIMS000056","87"
"Hospital General de México","Ciudad de México","SSA/CC","DFSSA003973","85"
"La Paz","Baja California Sur","ISSSTE","BSIST000330","75"
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas","Ciudad de México","SSA/CC","DFSSA004026","74"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","70"
"Dr. Manuel Cardenas de La Vega","Sinaloa","ISSSTE","SLIST000085","57"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","56"
"Centro Médico Lic. Adolfo López Mateos","México","SSA","MCSSA010222","51"
"Hgz 1 Oaxaca","Oaxaca","IMSS","OCIMS000136","50"
"Hgzmf 1 Pachuca","Hidalgo","IMSS","HGIMS000082","50"
"H.g. Dr. Fernando Quiroz Gutiérrez","México","SSA","MCSSA008945","50"
"Hospital General Dr. Pedro Daniel Martínez","Michoacán de Ocampo","SSA","MNSSA003735","44"
"Presidente Gral. Lazaro Cardenas","Chihuahua","ISSSTE","CHIST000030","40"
"H.g. Dr. Gustavo Baz Prada","México","SSA","MCSSA004231","40"
"Hospital Regional de Alta Especialidad Ixtapaluca","México","SSA/CC","MCSSA018786","34"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","33"
"H.g. Chimalhuacán","México","SSA","MCSSA002020","33"
"He de La Niñez Oaxaqueña","Oaxaca","SSA","OCSSA001463","33"
"Hg Adolfo Prieto","Guerrero","SSA","GRSSA012535","33"
"Dr. Francisco Galindo Chavez","Coahuila de Zaragoza","ISSSTE","CLIST000123","33"
"Hgr 20 Tijuana","Baja California","IMSS","BCIMS000262","33"
"Hgz 27 Tlatelolco","Ciudad de México","IMSS","DFIMS000621","33"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","32"
"Hgr 1 Culiacán","Sinaloa","IMSS","SLIMS000131","32"
"Hospital General La Perla Nezahualcoyotl","México","SSA","MCSSA010292","29"
"Toluca","México","ISSSTE","MCIST000215","27"
"Hgzmf 7 Monclova","Coahuila de Zaragoza","IMSS","CLIMS000111","25"
"Hgz 71 Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001124","25"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","25"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","25"
"H.g. Texcoco Guadalupe Victoria Bicentenario","México","SSA","MCSSA018412","25"
"Hosp. Gral. Renacimiento","Guerrero","SSA","GRSSA000034","25"
