"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Dr. Miguel Trejo Ochoa","Colima","ISSSTE","CMIST000010","100"
"Tehuantepec","Oaxaca","ISSSTE","OCIST000252","100"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","100"
"Instituto Nacional de Neurología Y Neurocirugía Manuel Velasco Suárez","Ciudad de México","SSA/CC","DFSSA004060","100"
"Hospital Militar Regional de Mérida Yuc.","Yucatán","SEDENA","YNSDN000014","100"
"Hospital General Navojoa","Sonora","SSA","SRSSA001670","100"
"Comitan de Dominguez","Chiapas","ISSSTE","CSIST000065","80"
"Hospital General Agustín O´horán","Yucatán","SSA","YNSSA000565","78"
"Hospital General Reynosa Dr. José María Cantú Garza","Tamaulipas","SSA","TSSSA001772","71"
"Hospital General del Estado Dr. Ernesto Ramos Bours","Sonora","SSA","SRSSA001110","71"
"Hg Tuxtepec","Oaxaca","SSA","OCSSA002146","70"
"Hospital Central del Estado","Chihuahua","SSA","CHSSA000676","69"
"Hospital General de Chetumal","Quintana Roo","SSA","QRSSA000373","67"
"Christus Muguerza Sistemas Hospitalarios S. A. de C. V.","Nuevo León","SMP","NLSMP000040","67"
"Hospital General de San Luis Río Colorado","Sonora","SSA","SRSSA002085","60"
"19 En Valladolid","Yucatán","SSA","YNSSA001871","58"
"Acapulco","Guerrero","ISSSTE","GRIST000025","58"
"Centro Médico Naval","Ciudad de México","SEMAR","DFSMA000010","58"
"Hospital Regional de Alta Especialidad Ixtapaluca","México","SSA/CC","MCSSA018786","57"
"Centro Médico Issemym Lic. Arturo Montiel Rojas Issemym","México","SME","MCSME000921","52"
"Hospital Regional de Puerto Vallarta","Jalisco","SSA","JCSSA004230","50"
"Hg Huajuapan Enf. María del Pilar Sánchez Villavicencio","Oaxaca","SSA","OCSSA000524","50"
"Hospital Para El Niño Imiem","México","SME","MCSME000011","50"
"Hospital General Dr. Desiderio G. Rosado Carbajal","Tabasco","SSA","TCSSA017420","50"
"Ricardo Flores Magon","Michoacán de Ocampo","ISSSTE","MNIST000103","50"
"Dr. Roberto Nettel F.","Chiapas","ISSSTE","CSIST000210","50"
"Hospital Metropolitano","Nuevo León","SSA","NLSSA004046","41"
"Hospital Regional Universitario","Colima","SSA","CMSSA000125","40"
"Dr. Belisario Dominguez","Chiapas","ISSSTE","CSIST000251","40"
"Leon","Guanajuato","ISSSTE","GTIST000091","40"
"Hospital General Dr. Manuel Gea González","Ciudad de México","SSA/CC","DFSSA003961","36"
"Centro Estatal de Cuidados Críticos Salamanca","Guanajuato","SSA","GTSSA017315","36"
"Morelia","Michoacán de Ocampo","ISSSTE","MNIST000120","36"
"6/o. Regimiento Bilndado de Recnocimiento","Puebla","SEDENA","PLSDN000155","35"
"Hospital General Dr. Pedro Daniel Martínez","Michoacán de Ocampo","SSA","MNSSA003735","33"
"Hospital Central Dr. Ignacio Morones Prieto","San Luis Potosí","SSA","SPSSA001102","33"
"Hg Juchitan Dr. Macedonio Benitez Fuentes","Oaxaca","SSA","OCSSA007693","33"
"Hospital Dr. Julian A. Manzur Ocaña","Tabasco","SME","TCSME000011","33"
"19","Guanajuato","SSA","GTSSA002101","33"
"Hospital General de Minatitlan","Veracruz de Ignacio de La Llave","SSA","VZSSA003595","33"
"Uruapan del Progreso","Michoacán de Ocampo","ISSSTE","MNIST000202","33"
"Hospital General San Francisco","Nayarit","SSA","NTSSA002084","33"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","30"
"Hospital General de Cholula","Puebla","SSA","PLSSA008425","30"
"Hospital Pediátrico de Sinaloa","Sinaloa","SSA","SLSSA002556","29"
"Hospital Dr. Manuel Campos","Campeche","SSA","CCSSA000100","29"
"Hospital General Milpa Alta","Ciudad de México","SSA","DFSSA002066","29"
"Hospital General de Cancún Dr Jesus Kumate Rodriguez","Quintana Roo","SSA","QRSSA018062","28"
"Hospital General Tijuana","Baja California","SSA","BCSSA000913","26"
"Hospital Regional de Alta Especialidad de La Península de Yucatán","Yucatán","SSA/CC","YNSSA013423","26"
"Centenario Hospital Miguel Hidalgo","Aguascalientes","SSA","ASSSA001331","26"
"Hospital General de Atlixco Gonzalo Río Arronte","Puebla","SSA","PLSSA009292","25"
"Presidente Benito Juarez","Oaxaca","ISSSTE","OCIST000112","25"
"Hr_issste","Puebla","ISSSTE","PLIST000101","25"
"Hospital General de Teziutlán","Puebla","SSA","PLSSA008485","25"
"H.g. Dr. Nicolás San Juan","México","SSA","MCSSA007661","24"
"Hospital General Dr. Rubén Leñero","Ciudad de México","SSA","DFSSA003553","23"
"Hospital General de Mexicali","Baja California","SSA","BCSSA000440","23"
"Hospital General de Acapulco","Guerrero","SSA","GRSSA009945","22"
"Uneme de Urgencias Zacatecas","Zacatecas","SSA","ZSSSA013172","22"
"19 San Cristobal de Las Casas","Chiapas","SSA","CSSSA009483","21"
"Celaya","Guanajuato","ISSSTE","GTIST000045","20"
"Hospital General de La Zona Norte  Bicentenario de La Independencia","Puebla","SSA","PLSSA015230","20"
"Dr. Manuel Cardenas de La Vega","Sinaloa","ISSSTE","SLIST000085","20"
"Hg de Cuernavaca Dr. Jose G. Parres","Morelos","SSA","MSSSA000466","20"
"Hg Maravatio","Michoacán de Ocampo","SSA","MNSSA016475","20"
"Hg Sahuayo","Michoacán de Ocampo","SSA","MNSSA002813","20"
"Dr. Santiago Ramon Y Cajal","Durango","ISSSTE","DGIST000042","19"
"Hospital General de Playa del Carmen","Quintana Roo","SSA","QRSSA018001","19"
"H.g. Chimalhuacán","México","SSA","MCSSA002020","19"
"Lic. Adolfo Lopez Mateos","Ciudad de México","ISSSTE","DFIST000201","18"
"Hospital General de Chalco","México","SSA","MCSSA001682","18"
"Hospital General Atlacomulco","México","SSA","MCSSA010123","18"
"Hospital Universitario Dr. José Eleuterio González","Nuevo León","HUN","NLHUN000014","18"
"Christus Muguerza Monterrey S. A. de C. V.","Nuevo León","SMP","NLSMP000052","18"
"Centro Médico Lic. Adolfo López Mateos","México","SSA","MCSSA010222","17"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","17"
"Hg Hospital General Altamira Dr Rodolfo Torre Cantú","Tamaulipas","SSA","TSSSA018514","17"
"Hospital General Ometepec","Guerrero","SSA","GRSSA005762","17"
"Fundacion Santos Y de La Garza Evia Ibp","Nuevo León","SMP","NLSMP000023","17"
"Hospital General de Huamantla","Tlaxcala","SSA","TLSSA017983","16"
"Hospital General de Nativitas","Tlaxcala","SSA","TLSSA017925","16"
"Hospital General Patzcuaro","Michoacán de Ocampo","SSA","MNSSA005280","14"
"Hospital General de Apan","Hidalgo","SSA","HGSSA015515","14"
"H.g. Dr. Maximiliano Ruíz Castañeda","México","SSA","MCSSA004074","14"
"Hospital General 450","Durango","SSA","DGSSA017872","14"
"Hospital Regional Río Blanco","Veracruz de Ignacio de La Llave","SSA","VZSSA004860","13"
"Valentin Gomez Farias","Jalisco","ISSSTE","JCIST000132","13"
"Centro Médico Dr. Ignacio Chávez","Sonora","SME","SRSME000011","13"
"H.g. Dr.salvador González Herrejon","México","SSA","MCSSA001011","12"
"Centro de Alta Especialidad  Dr. Rafael Lucio","Veracruz de Ignacio de La Llave","SSA","VZSSA002965","12"
"Hospital de Tlapa","Guerrero","SSA","GRSSA008101","12"
"23/o. Batallon de Infantería","Chihuahua","SEDENA","CHSDN000043","12"
"Hg Dr. Miguel Silva","Michoacán de Ocampo","SSA","MNSSA001891","11"
"Hospital General Tláhuac","Ciudad de México","SSA","DFSSA018154","11"
"Hospital Y Centro Médico San Jorge de Monterrey Sa de Cv","Nuevo León","SMP","NLSMP000810","11"
"Hospital General de Tulancingo","Hidalgo","SSA","HGSSA018000","11"
"H.g. Dr. Gustavo Baz Prada","México","SSA","MCSSA004231","11"
"Dr. Fernando Ocaranza","Sonora","ISSSTE","SRIST000133","11"
"Hospital General Las Américas","México","SSA","MCSSA010280","11"
"Hospital Tierra Y Libertad","Nuevo León","SSA","NLSSA005002","10"
"Hospital Materno Infantil de Coatzacoalcos","Veracruz de Ignacio de La Llave","SSA","VZSSA008290","10"
"Hospital General Queretaro","Querétaro","SSA","QTSSA001752","10"
"Hospital General de Axapusco","México","SSA","MCSSA014143","10"
"Hospital Militar Regional de Mazatlán Sin.","Sinaloa","SEDENA","SLSDN000016","10"
"Instituto Nacional de Cardiología Ignacio Chávez","Ciudad de México","SSA/CC","DFSSA004031","9"
"Unidad  Materno Infantil","Puebla","SME","PLSME000353","9"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","9"
"Dr. Bernardo Sepulveda Gutiérrez","Guerrero","SSA","GRSSA004753","9"
"Hospital General Culiacán","Sinaloa","SSA","SLSSA000666","9"
"Hospital Regional de Coatzacoalcos Dr.valentin Gómez Farias","Veracruz de Ignacio de La Llave","SSA","VZSSA001150","8"
"Hospital General de San Pablo del Monte","Tlaxcala","SSA","TLSSA001883","8"
"Hospital General de Cabo San Lucas","Baja California Sur","SSA","BSSSA001131","8"
"Hospital General de Occidente","Jalisco","SSA","JCSSA007066","8"
"Hospital General Guasave","Sinaloa","SSA","SLSSA001255","7"
"Hospital Regional de Alta Especialidad de La Mujer","Tabasco","SSA","TCSSA001076","7"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","7"
"Hospital General La Perla Nezahualcoyotl","México","SSA","MCSSA010292","7"
"Hospital de Especialidades de La Mujer","Oaxaca","SSA","OCSSA007705","6"
"Hospital General San José Iturbide","Guanajuato","SSA","GTSSA016912","6"
"H.g. Valle de Bravo","México","SSA","MCSSA007982","6"
"Hospital General Dr. Enrique Cabrera","Ciudad de México","SSA","DFSSA017886","6"
"Hospital General de Saltillo","Coahuila de Zaragoza","SSA","CLSSA002734","6"
"Dra. Columba Rivera Osorio","Hidalgo","ISSSTE","HGIST000106","5"
"4/o. Regimiento Mecanizado","Aguascalientes","SEDENA","ASSDN000046","5"
"Hospital General Villa","Ciudad de México","SSA","DFSSA000881","5"
"Hospital General de Tampico Dr. Carlos Canseco","Tamaulipas","SSA","TSSSA005151","5"
"Hospital General de Soledad de Graciano Sánchez","San Luis Potosí","SSA","SPSSA017313","5"
"Hospital Central Militar","Ciudad de México","SEDENA","DFSDN000086","5"
"Hospital Civil de Guadalajara Juan I. Menchaca","Jalisco","SSA","JCSSA002224","5"
"Hospital General Pachuca","Hidalgo","SSA","HGSSA002430","5"
"Hospital Regional de Alta Especialidad de Zumpango","México","SSA","MCSSA018774","4"
"Hospital General Torreón","Coahuila de Zaragoza","SSA","CLSSA002862","4"
"Hospital Regional  Poza Rica de Hidalgo","Veracruz de Ignacio de La Llave","SSA","VZSSA004744","4"
"Hospital General Salvatierra","Guanajuato","SSA","GTSSA006495","4"
"Hospital General Valle de Santiago","Guanajuato","SSA","GTSSA017385","4"
"Hospital General de Ensenada","Baja California","SSA","BCSSA000015","4"
"Hospital de Especialidades de La Ciudad de Mexico Dr. Belisario Domínguez","Ciudad de México","SSA","DFSSA004265","3"
"Hospital Civil de Guadalajara Fray Antonio Alcalde","Jalisco","SSA","JCSSA002195","3"
"Hospital General de Mazatlán","Sinaloa","SSA","SLSSA002585","2"
"B. Hospital General Con Especialidades Juan María de Salvatierra","Baja California Sur","SSA","BSSSA001213","2"
"Tehuacan","Puebla","ISSSTE","PLIST000154","0"
"Hospital General Tehuacan","Puebla","SSA","PLSSA003663","0"
"Hospital General Dr. Salvador Zubirán Anchondo","Chihuahua","SSA","CHSSA000664","0"
"Hies de Chihuahua","Chihuahua","SSA","CHSSA018514","0"
"Hospital Regional de Delicias","Chihuahua","SSA","CHSSA001026","0"
"Hg de Jojutla Dr. Ernesto Meana San Román","Morelos","SSA","MSSSA000961","0"
"Centinela Auditorio Municipal Benito Juarez","San Luis Potosí","SSA","SPSSA003511","0"
"Centinela El Refugio","San Luis Potosí","SSA","SPSSA003535","0"
"Hospital Rural Los Hernandez","San Luis Potosí","IMSS-BIENESTAR","SPIMO002651","0"
"Hospital Comunitario Villa de Arista","San Luis Potosí","SSA","SPSSA002654","0"
"Hg Dr. Javier Ramírez Topete","Chihuahua","SSA","CHSSA000570","0"
"Centinela Fenapo San Luis Potosi","San Luis Potosí","SSA","SPSSA003540","0"
"Hospital del Niño Y La Mujer Dr. Alberto López Hermosa","San Luis Potosí","SSA","SPSSA017301","0"
"Hospital Militar Regional de San Luis Potosí Slp.","San Luis Potosí","SEDENA","SPSDN000015","0"
"Hospital Regional de Alta Especialidad Dr.ignacio Morones Prieto","San Luis Potosí","SSA","SPSSA003482","0"
"Hospital General Monclova Amparo Pape de Benavides","Coahuila de Zaragoza","SSA","CLSSA002710","0"
"Hospital Integral de Tlanchinol","Hidalgo","SSA","HGSSA015503","0"
"Hospital Integral Concordia","Sinaloa","SSA","SLSSA000473","0"
"Hospital General Escuinapa","Sinaloa","SSA","SLSSA018253","0"
"Hospital Integral de El Rosario","Sinaloa","SSA","SLSSA001873","0"
"Hospital General Ixtapan de La Sal","México","SSA","MCSSA010251","0"
"Hospital Regional Tenancingo Issemym","México","SME","MCSME000752","0"
"H.g. Tenancingo","México","SSA","MCSSA006430","0"
"Hospital Comunitario Manuel Doblado","Guanajuato","SSA","GTSSA017390","0"
"Hospital Comunitario Purisima del Rincon","Guanajuato","SSA","GTSSA005432","0"
"Hospital Militar de Zona de Cinco de Mayo Dgo.","Durango","SEDENA","DGSDN000014","0"
"Hospital General de Durango","Durango","SSA","DGSSA000191","0"
"Hospital Comunitario Romita","Guanajuato","SSA","GTSSA003151","0"
"Hospital Comunitario San Francisco del Rincón","Guanajuato","SSA","GTSSA003793","0"
"Hospital General Silao","Guanajuato","SSA","GTSSA017023","0"
"Los Mochis","Sinaloa","ISSSTE","SLIST000015","0"
"Hospital Integral Valle del Carrizo","Sinaloa","SSA","SLSSA002573","0"
"Hospital General Los Mochis","Sinaloa","SSA","SLSSA000024","0"
"Hospital Integral Choix","Sinaloa","SSA","SLSSA000963","0"
"Hospital Comunitario Atotonilco El Alto Madre María Luisita de La Peña Navarro","Jalisco","SSA","JCSSA013762","0"
"Hospital Regional de La Barca","Jalisco","SSA","JCSSA013815","0"
"Hospital Comunitario Jocotepec","Jalisco","SSA","JCSSA009364","0"
"29/o Batallón de Infantería","Colima","SEDENA","CMSDN000040","0"
"Hospital Militar Zona de Chetumal Q. Roo","Quintana Roo","SEDENA","QRSDN000015","0"
"Chetumal","Quintana Roo","ISSSTE","QRIST000043","0"
"Hospital Integral de Bacalar","Quintana Roo","SSA","QRSSA000460","0"
"Hospital Ángel Leaño","Jalisco","SSA","JCSSA008466","0"
"Hospital Real San José S.c","Jalisco","SMP","JCSMP000313","0"
"Hc Maruata","Michoacán de Ocampo","SSA","MNSSA016550","0"
"Hi Arteaga","Michoacán de Ocampo","SSA","MNSSA000310","0"
"39/o. Batallón de Infantería","Veracruz de Ignacio de La Llave","SEDENA","VZSDN000162","0"
