"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hospital General 450","Durango","SSA","DGSSA017872","100"
"Hospital General de Zona No. 5","Sonora","IMSS","SRIMS000920","100"
"Hospital Regional de Delicias","Chihuahua","SSA","CHSSA001026","100"
"Rio Bravo","Tamaulipas","ISSSTE","TSIST000170","100"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Hospital General Agustín O´horán","Yucatán","SSA","YNSSA000565","100"
"Hospital General de Gómez Palacio","Durango","SSA","DGSSA000676","100"
"Hospital Militar de Zona de Santa María Rayón","México","SEDENA","MCSDN000385","100"
"Hg Huajuapan Enf. María del Pilar Sánchez Villavicencio","Oaxaca","SSA","OCSSA000524","100"
"Hc Santa Maria Huatulco","Oaxaca","SSA","OCSSA021133","100"
"Instituto Nacional de Pediatría","Ciudad de México","SSA/CC","DFSSA004014","100"
"Instituto Nacional de Cancerología","Ciudad de México","SSA/CC","DFSSA004043","100"
"Hospital Militar Regional de Guadalajara Jal.","Jalisco","SEDENA","JCSDN000010","100"
"Cd. Juarez","Chihuahua","ISSSTE","CHIST000112","100"
"Hospital Militar Regional de San Luis Potosí Slp.","San Luis Potosí","SEDENA","SPSDN000015","100"
"Hospital General Dr. Raymundo Abarca Alarcón","Guerrero","SSA","GRSSA009950","100"
"Zimapan","Hidalgo","ISSSTE","HGIST000362","100"
"Instituto Nacional de Neurología Y Neurocirugía Manuel Velasco Suárez","Ciudad de México","SSA/CC","DFSSA004060","100"
"Presidente Gral. Lazaro Cardenas","Chihuahua","ISSSTE","CHIST000030","100"
"Hospital Regional Valle de Bravo Nicolás Bravo Bicentenario Issemym","México","SME","MCSME001114","100"
"Hospital Militar Regional de Puebla Pue.","Puebla","SEDENA","PLSDN000015","100"
"Hospital Lic. Adolfo López Mateos (cd. Obregón)","Sonora","SME","SRSME000023","100"
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas","Ciudad de México","SSA/CC","DFSSA004026","100"
"Hospital General Ajusco Medio","Ciudad de México","SSA","DFSSA018166","100"
"Hospital Militar Regional de Irapuato Gto.","Guanajuato","SEDENA","GTSDN000010","100"
"Hospital General Tláhuac","Ciudad de México","SSA","DFSSA018154","100"
"San Quintín","Baja California","IMSS-BIENESTAR","BCIMO000070","100"
"Hgzmf 1 Tapachula","Chiapas","IMSS","CSIMS000205","100"
"Hospital Materno Infantil Issemym","México","SME","MCSME000916","100"
"Hospital General de Camargo","Chihuahua","SSA","CHSSA000372","100"
"Enfermería Militar de Temamatla Mex.","México","SEDENA","MCSDN000011","100"
"Doctors Hospital","Nuevo León","SMP","NLSMP001085","100"
"Hospital General Santiago Ixcuintla","Nayarit","SSA","NTSSA002166","100"
"H.g. Tenancingo","México","SSA","MCSSA006430","96"
"Umf 13 Azcapotzalco","Ciudad de México","IMSS","DFIMS000032","94"
"Unidad  Materno Infantil","Puebla","SME","PLSME000353","92"
"Hospital General Tehuacan","Puebla","SSA","PLSSA003663","90"
"Hospital General de Teziutlán","Puebla","SSA","PLSSA008485","89"
"Hospital General Milpa Alta","Ciudad de México","SSA","DFSSA002066","83"
"Hgz 15 Tehuacan","Puebla","IMSS","PLIMS000405","83"
"Centro de Alta Especialidad  Dr. Rafael Lucio","Veracruz de Ignacio de La Llave","SSA","VZSSA002965","81"
"Hgz 71 Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001124","80"
"Hospital General del Valle del Mezquital Ixmiquilpan","Hidalgo","SSA","HGSSA001590","78"
"Hg Dr. Javier Ramírez Topete","Chihuahua","SSA","CHSSA000570","78"
"A D. F.","Ciudad de México","SEDENA","DFSDN000074","78"
"Centro Banamex","Ciudad de México","SSA","DFSSA004970","77"
"Hospital General San Luis de La Paz","Guanajuato","SSA","GTSSA004003","77"
"Hg  Juárez","Chihuahua","SSA","CHSSA001801","77"
"Hospital General San Felipe del Progreso","México","SSA","MCSSA005095","75"
"He de La Niñez Oaxaqueña","Oaxaca","SSA","OCSSA001463","75"
"Hospital General Dr Eduardo Vazquez N","Puebla","SSA","PLSSA002490","74"
"Hospital General Ixtlahuaca Valentin Gómez Farías","México","SSA","MCSSA002872","73"
"Centro Médico Naval","Ciudad de México","SEMAR","DFSMA000010","73"
"Hospital General de México","Ciudad de México","SSA/CC","DFSSA003973","72"
"Hgr Orizaba","Veracruz de Ignacio de La Llave","IMSS","VZIMS000733","72"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","71"
"Hospital General Ometepec","Guerrero","SSA","GRSSA005762","71"
"Hgzmf 8 Cd. Sahagun","Hidalgo","IMSS","HGIMS000111","71"
"Hospital de Tlapa","Guerrero","SSA","GRSSA008101","70"
"Hospital General de Chetumal","Quintana Roo","SSA","QRSSA000373","70"
"Hgz 17 Monterrey","Nuevo León","IMSS","NLIMS000356","70"
"Hgz 46 Gomez Palacio","Durango","IMSS","DGIMS000083","68"
"Hgz 27 Tlatelolco","Ciudad de México","IMSS","DFIMS000621","68"
"Santiago Juxtlahuaca","Oaxaca","IMSS-BIENESTAR","OCIMO004050","67"
"Hospital Juárez de México","Ciudad de México","SSA/CC","DFSSA003944","67"
"Unidad Móvil Temporal Covid","Ciudad de México","IMSS","DFIMS001065","65"
"Hgzmf 76 Xalostoc","México","IMSS","MCIMS000232","64"
"Hospital Central Sur de Alta Especialidad","Ciudad de México","PEMEX","DFPMX000024","62"
"Hgz 1a Venados","Ciudad de México","IMSS","DFIMS000522","62"
"Hgsmf 5 Taxco","Guerrero","IMSS","GRIMS000182","62"
"Hgz 30 Iztacalco","Ciudad de México","IMSS","DFIMS000324","62"
"Hospital Regional de Alta Especialidad Ixtapaluca","México","SSA/CC","MCSSA018786","61"
"Hgzmf 6 Tepeji del Rio","Hidalgo","IMSS","HGIMS000123","60"
"Hgz 32 Villa Coapa","Ciudad de México","IMSS","DFIMS000126","60"
"Hospital Santa Cecilia de Monterrey","Nuevo León","SMP","NLSMP000740","58"
"Hospital General de Tulancingo","Hidalgo","SSA","HGSSA018000","58"
"Hgzmf 2 Salina Cruz","Oaxaca","IMSS","OCIMS000170","56"
"Miahuatlán de Porfirio Díaz","Oaxaca","IMSS-BIENESTAR","OCIMO000550","56"
"Hospital General Cuernavaca","Morelos","ISSSTE","MSIST000305","56"
"Hospital Real San José S.c","Jalisco","SMP","JCSMP000313","55"
"Hgsmf 3 Chilpancingo","Guerrero","IMSS","GRIMS000100","55"
"Centenario Hospital Miguel Hidalgo","Aguascalientes","SSA","ASSSA001331","55"
"Hgz 98 Coacalco","México","IMSS","MCIMS000080","55"
"Centro Médico Issemym Lic. Arturo Montiel Rojas Issemym","México","SME","MCSME000921","55"
"H.g. Valentín Gómez Farías (san Francisco Zentlalpan)","México","SSA","MCSSA018750","54"
"Hgz No. 20","Puebla","IMSS","PLIMS000586","54"
"Hgz 46 Dr. B Reynés B","Tabasco","IMSS","TCIMS000121","52"
"Centro Médico Lic. Adolfo López Mateos","México","SSA","MCSSA010222","52"
"Hospital General de Axapusco","México","SSA","MCSSA014143","52"
"Hospital General Reynosa Dr. José María Cantú Garza","Tamaulipas","SSA","TSSSA001772","51"
"Hospital General de Tekax","Yucatán","SSA","YNSSA013476","50"
"Paracho de Verduzco","Michoacán de Ocampo","IMSS-BIENESTAR","MNIMO001796","50"
"Hc Nejapa de Madero","Oaxaca","SSA","OCSSA019996","50"
"Hc Hospital Integral Comunitario Chalcatongo","Oaxaca","SSA","OCSSA000343","50"
"Axtla de Terrazas","San Luis Potosí","IMSS-BIENESTAR","SPIMO002475","50"
"Hospital Central Dr. Ignacio Morones Prieto","San Luis Potosí","SSA","SPSSA001102","50"
"Hospital Universitario Dr. José Eleuterio González","Nuevo León","HUN","NLHUN000014","50"
"Hgzmf 2 Zacapu","Michoacán de Ocampo","IMSS","MNIMS000494","50"
"Hg Oaxaca Dr. Aurelio Valdivieso","Oaxaca","SSA","OCSSA000985","50"
"19 San Cristobal de Las Casas","Chiapas","SSA","CSSSA009483","50"
"Hospital General Dr. Rubén Leñero","Ciudad de México","SSA","DFSSA003553","50"
"Hospital General de Huejotzingo","Puebla","SSA","PLSSA009001","50"
"Heroica Ciudad de Huajuapan de León","Oaxaca","IMSS-BIENESTAR","OCIMO000335","50"
"Hospital General de Caborca","Sonora","SSA","SRSSA006261","50"
"Hgzmf 50 Lerdo Tejada","Veracruz de Ignacio de La Llave","IMSS","VZIMS000634","50"
"22/o. Batallón de   Infantería","Ciudad de México","SEDENA","DFSDN000103","49"
"Hgz 3 S. Juan del Rio","Querétaro","IMSS","QTIMS000186","48"
"Hospital General de Cholula","Puebla","SSA","PLSSA008425","48"
"Hospital General Dr. Pedro Daniel Martínez","Michoacán de Ocampo","SSA","MNSSA003735","48"
