"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hospital General Pabellón de Arteaga","Aguascalientes","SSA","ASSSA000614","100"
"Hospital General 450","Durango","SSA","DGSSA017872","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Hospital Militar Regional de Guadalajara Jal.","Jalisco","SEDENA","JCSDN000010","100"
"Doctors Hospital","Nuevo León","SMP","NLSMP001085","100"
"Hospital General de Gómez Palacio","Durango","SSA","DGSSA000676","100"
"Enfermería Militar de Zapopan Jal.","Jalisco","SEDENA","JCSDN000034","100"
"Hospital General de Camargo","Chihuahua","SSA","CHSSA000372","100"
"Hospital Militar de Zona de Santa María Rayón","México","SEDENA","MCSDN000385","100"
"Hospital Especializado de 30 Camas de Juchitan","Oaxaca","SSA","OCSSA007915","100"
"Instituto Nacional de Perinatología Isidro Espinosa de Los Reyes","Ciudad de México","SSA/CC","DFSSA004096","100"
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas","Ciudad de México","SSA/CC","DFSSA004026","100"
"Hg Adolfo Prieto","Guerrero","SSA","GRSSA012535","100"
"Instituto Nacional de Cancerología","Ciudad de México","SSA/CC","DFSSA004043","100"
"Hospital Regional de Delicias","Chihuahua","SSA","CHSSA001026","100"
"Hospital General Ajusco Medio","Ciudad de México","SSA","DFSSA018166","100"
"Presidente Gral. Lazaro Cardenas","Chihuahua","ISSSTE","CHIST000030","100"
"Hospital Militar Regional de Puebla Pue.","Puebla","SEDENA","PLSDN000015","100"
"Zimapan","Hidalgo","ISSSTE","HGIST000362","100"
"Patzcuaro","Michoacán de Ocampo","ISSSTE","MNIST000144","100"
"Hospital General Balbuena","Ciudad de México","SSA","DFSSA003722","100"
"Instituto Nacional de Neurología Y Neurocirugía Manuel Velasco Suárez","Ciudad de México","SSA/CC","DFSSA004060","100"
"Coatzacoalcos","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000062","100"
"Hospital Regional de Alta Especialidad del Bajío","Guanajuato","SSA/CC","GTSSA016796","100"
"Hospital General Tláhuac","Ciudad de México","SSA","DFSSA018154","100"
"Hospital General Milpa Alta","Ciudad de México","SSA","DFSSA002066","100"
"Hospital Militar Regional de Irapuato Gto.","Guanajuato","SEDENA","GTSDN000010","100"
"Enfermería Militar de Temamatla Mex.","México","SEDENA","MCSDN000011","100"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","100"
"Instituto Nacional de Pediatría","Ciudad de México","SSA/CC","DFSSA004014","100"
"Hospital Militar Regional de San Luis Potosí Slp.","San Luis Potosí","SEDENA","SPSDN000015","100"
"Hospital Comunitario Jerecuaro","Guanajuato","SSA","GTSSA001915","100"
"Hospital General Tehuacan","Puebla","SSA","PLSSA003663","98"
"Hgzmf 3 Salamanca","Guanajuato","IMSS","GTIMS000330","96"
"6/o. Regimiento Bilndado de Recnocimiento","Puebla","SEDENA","PLSDN000155","95"
"Unidad  Materno Infantil","Puebla","SME","PLSME000353","94"
"Hospital General de Teziutlán","Puebla","SSA","PLSSA008485","91"
"Hospital General de Chetumal","Quintana Roo","SSA","QRSSA000373","90"
"Hospital Central Militar","Ciudad de México","SEDENA","DFSDN000086","90"
"San Quintín","Baja California","IMSS-BIENESTAR","BCIMO000070","89"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","89"
"Centro de Alta Especialidad  Dr. Rafael Lucio","Veracruz de Ignacio de La Llave","SSA","VZSSA002965","86"
"Hg Zitacuaro","Michoacán de Ocampo","SSA","MNSSA004044","84"
"Christus Muguerza Hospiales S.a. de C.v. / Sucursal Conchita","Nuevo León","SMP","NLSMP000064","83"
"Hospital General Ometepec","Guerrero","SSA","GRSSA005762","83"
"39/o. Batallón de Infantería","Veracruz de Ignacio de La Llave","SEDENA","VZSDN000162","81"
"Hospital General Guanajuato ´´dr. Valentín Gracia´´","Guanajuato","SSA","GTSSA001454","80"
"Hospital Regional Atlacomulco Issemym","México","SME","MCSME000781","80"
"Hospital Rural de Oportunidades No. 34","Oaxaca","IMSS-BIENESTAR","OCIMO003304","80"
"Centro Banamex","Ciudad de México","SSA","DFSSA004970","79"
"Hospital Real San José S.c","Jalisco","SMP","JCSMP000313","78"
"Hgz 71 Chalco","México","IMSS","MCIMS000145","78"
"Unidad Móvil Temporal Covid","Ciudad de México","IMSS","DFIMS001065","77"
"Hospital General Regional No. 200","México","IMSS","MCIMS001171","77"
"Hospital General Dr. Manuel Gea González","Ciudad de México","SSA/CC","DFSSA003961","77"
"Hospital General de Tulancingo","Hidalgo","SSA","HGSSA018000","77"
"Hgz No. 48 San Pedro Xalpa","Ciudad de México","IMSS","DFIMS000831","77"
"Hgzmf 8 San Angel","Ciudad de México","IMSS","DFIMS000464","76"
"Hgz 30 Iztacalco","Ciudad de México","IMSS","DFIMS000324","76"
"Hospital Naval de Tampico","Tamaulipas","SEMAR","TSSMA000032","75"
"Heroica Ciudad de Huajuapan de León","Oaxaca","IMSS-BIENESTAR","OCIMO000335","75"
"Unidad Médica Regional de Atención A La Gestación Y Al Neonato","Hidalgo","SSA","HGSSA005003","75"
"Hgzmf 28 Martinez Torre","Veracruz de Ignacio de La Llave","IMSS","VZIMS000651","75"
"Hospital Regional  Yahualica","Jalisco","SSA","JCSSA006890","75"
"Cirugía Ambulatoria (tepic)","Nayarit","SSA","NTSSA015302","75"
"Hgz 98 Coacalco","México","IMSS","MCIMS000080","74"
"Hgzmf 76 Xalostoc","México","IMSS","MCIMS000232","74"
"Hospital General de Izucar de Matamoros","Puebla","SSA","PLSSA016806","73"
"Hgsmf 3 Chilpancingo","Guerrero","IMSS","GRIMS000100","73"
"Hgr Orizaba","Veracruz de Ignacio de La Llave","IMSS","VZIMS000733","73"
"Hgz 3 S. Juan del Rio","Querétaro","IMSS","QTIMS000186","72"
"Hgr 2 Villa Coapa","Ciudad de México","IMSS","DFIMS000814","72"
"Umf 45 San Luis Potosi","San Luis Potosí","IMSS","SPIMS000195","71"
"Hgz No. 20","Puebla","IMSS","PLIMS000586","70"
"H.g. Tenancingo","México","SSA","MCSSA006430","70"
"A D. F.","Ciudad de México","SEDENA","DFSDN000074","70"
"Hgz 1a Venados","Ciudad de México","IMSS","DFIMS000522","69"
"Hgzmf 3 Mazatlan","Sinaloa","IMSS","SLIMS000341","69"
"Hospital General San Luis de La Paz","Guanajuato","SSA","GTSSA004003","69"
"Hgr 251 Metepec","México","IMSS","MCIMS001185","68"
"Hgz 1 Oaxaca","Oaxaca","IMSS","OCIMS000136","68"
"Hospital Regional de Alta Especialidad Ixtapaluca","México","SSA/CC","MCSSA018786","68"
"Hgz 53 Los Reyes Paz","México","IMSS","MCIMS000676","68"
"Hgzmf 4 Iguala","Guerrero","IMSS","GRIMS000112","67"
"Hospital Central Dr. Ignacio Morones Prieto","San Luis Potosí","SSA","SPSSA001102","67"
"Hgzmf 50 Lerdo Tejada","Veracruz de Ignacio de La Llave","IMSS","VZIMS000634","67"
"Centro Médico Issemym Lic. Arturo Montiel Rojas Issemym","México","SME","MCSME000921","67"
"19 San Cristobal de Las Casas","Chiapas","SSA","CSSSA009483","67"
"Hospital General de Cholula","Puebla","SSA","PLSSA008425","66"
"Hospital General Iztapalapa","Ciudad de México","SSA","DFSSA001540","66"
"Centro Médico Lic. Adolfo López Mateos","México","SSA","MCSSA010222","66"
"Hgzmf 36 Coatzacoalcos","Veracruz de Ignacio de La Llave","IMSS","VZIMS000231","65"
"Hgz 5 Metepec","Puebla","IMSS","PLIMS000043","65"
"Hospital General Villa","Ciudad de México","SSA","DFSSA000881","65"
"3/er. Regimiento Blindado de Reconocimiento","Morelos","SEDENA","MSSDN000072","65"
"Hospital General Irapuato","Guanajuato","SSA","GTSSA001652","65"
"Hospital General Tula","Hidalgo","SSA","HGSSA015532","64"
"Hgz 24 Insurgentes","Ciudad de México","IMSS","DFIMS000225","64"
"Hospital General Dr. Rubén Leñero","Ciudad de México","SSA","DFSSA003553","63"
"Hgz 21 Tepatitlan","Jalisco","IMSS","JCIMS000914","63"
"Centro Médico Naval","Ciudad de México","SEMAR","DFSMA000010","63"
"Hospital General Salvatierra","Guanajuato","SSA","GTSSA006495","62"
"Hospital Integral de Puerto Peñasco","Sonora","SSA","SRSSA017666","62"
"Hospital de Tlapa","Guerrero","SSA","GRSSA008101","62"
"Hgzmf 2 Monterrey","Nuevo León","IMSS","NLIMS000373","62"
"H.g. Texcoco Guadalupe Victoria Bicentenario","México","SSA","MCSSA018412","62"
"81/o. Batallón de Infanteria","Ciudad de México","SEDENA","DFSDN000115","62"
"Hgz 58 Las Margaritas","México","IMSS","MCIMS000734","61"
"Hospital General Dr Eduardo Vazquez N","Puebla","SSA","PLSSA002490","61"
"Hgz 27 Tlatelolco","Ciudad de México","IMSS","DFIMS000621","61"
"Centenario Hospital Miguel Hidalgo","Aguascalientes","SSA","ASSSA001331","61"
"Umf 13 Azcapotzalco","Ciudad de México","IMSS","DFIMS000032","61"
"Hospital General Atlacomulco","México","SSA","MCSSA010123","60"
"Hospital General Xoco","Ciudad de México","SSA","DFSSA003162","60"
"Hospital General Dolores Hidalgo ¨ Cuna de La Independencia Nacional¨","Guanajuato","SSA","GTSSA001290","60"
"Hospital Regional de La Barca","Jalisco","SSA","JCSSA013815","60"
"Hgzmf 8 Zihuatanejo","Guerrero","IMSS","GRIMS000124","60"
"Hes Puebla","Puebla","IMSS","PLIMS000200","60"
"Hospital General de Huejotzingo","Puebla","SSA","PLSSA009001","59"
"Hgzmf 2 Irapuato","Guanajuato","IMSS","GTIMS000185","59"
"Hgz 32 Villa Coapa","Ciudad de México","IMSS","DFIMS000126","59"
"Hospital General de La Zona Norte  Bicentenario de La Independencia","Puebla","SSA","PLSSA015230","59"
"Hospital General San Felipe del Progreso","México","SSA","MCSSA005095","58"
"Troncoso","Ciudad de México","IMSS","DFIMS000312","58"
"Hgz 197 Texcoco","México","IMSS","MCIMS000961","58"
"Hgr 220 Toluca","México","IMSS","MCIMS000816","57"
"Hospital Militar de Zona Constituyentes","Ciudad de México","SEDENA","DFSDN000050","57"
"Hospital General de México","Ciudad de México","SSA/CC","DFSSA003973","56"
"Hospital General Ixtapan de La Sal","México","SSA","MCSSA010251","56"
"Hinfec Cm La Raza","Ciudad de México","IMSS","DFIMS000056","56"
