"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Rafael Lucio","Veracruz de Ignacio de La Llave","SSA","VZSSA004855","100"
"Centro Estatal de Cuidados Críticos Salamanca","Guanajuato","SSA","GTSSA017315","100"
"Leon","Guanajuato","ISSSTE","GTIST000091","100"
"Villa Ocaranza","Hidalgo","SSA","HGSSA003941","100"
"Hgr 20 Tijuana","Baja California","IMSS","BCIMS000262","100"
"Enfermería Militar de Temamatla Mex.","México","SEDENA","MCSDN000011","100"
"6/o. Batallón de Fuerzas Especiales","México","SEDENA","MCSDN000390","100"
"Hgz 47 Vicente Guerrero","Ciudad de México","IMSS","DFIMS000365","100"
"Los Mochis","Sinaloa","ISSSTE","SLIST000015","100"
"Hospital Naval de Mazatlan","Sinaloa","SEMAR","SLSMA000022","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"Hospital General Pachuca","Hidalgo","SSA","HGSSA002430","100"
"H.g. Dr. Maximiliano Ruíz Castañeda","México","SSA","MCSSA004074","100"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","100"
"Hgr 251 Metepec","México","IMSS","MCIMS001185","100"
"Hospital General de Zona No 33","Nayarit","IMSS","NTIMS000342","100"
"Hospital General Dr. Raymundo Abarca Alarcón","Guerrero","SSA","GRSSA009950","100"
"Instituto Nacional de Perinatología Isidro Espinosa de Los Reyes","Ciudad de México","SSA/CC","DFSSA004096","100"
"Hospital General Dr. Enrique Cabrera","Ciudad de México","SSA","DFSSA017886","100"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","100"
"Hospital Comunitario Santa Cruz de Juventino Rosas","Guanajuato","SSA","GTSSA016842","100"
"Enfermería Militar de Zapopan Jal.","Jalisco","SEDENA","JCSDN000034","100"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Hgr 1 V. Guerrero","Guerrero","IMSS","GRIMS000013","100"
"Hosp. Gral. Renacimiento","Guerrero","SSA","GRSSA000034","100"
"Cd. Cancun","Quintana Roo","ISSSTE","QRIST000055","100"
"Acapulco","Guerrero","ISSSTE","GRIST000025","100"
"HG Hospital General San Fernando","Tamaulipas","SSA","TSSSA002192","100"
"Centro Regional de Desarrollo Infantil y Estimulación Temprana","Oaxaca","SSA","OCSSA021312","100"
"Aguascalientes","Aguascalientes","ISSSTE","ASIST000016","100"
"Troncoso","Ciudad de México","IMSS","DFIMS000312","100"
"Hgzmf 76 Xalostoc","México","IMSS","MCIMS000232","100"
"Hgz 30 Iztacalco","Ciudad de México","IMSS","DFIMS000324","100"
"Hospital General Dr. Manuel Gea González","Ciudad de México","SSA/CC","DFSSA003961","100"
"San Luis Potosi","San Luis Potosí","ISSSTE","SPIST000113","100"
"Hospital General Ajusco Medio","Ciudad de México","SSA","DFSSA018166","100"
"Instituto Nacional de Ciencias Médicas Y Nutrición Salvador Zubirán","Ciudad de México","SSA/CC","DFSSA004055","100"
"Hospital General Tuxpan Dr. Emilio Alcazar","Veracruz de Ignacio de La Llave","SSA","VZSSA006815","100"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","100"
"Hospital General de Valladolid","Yucatán","SSA","YNSSA013440","100"
"Hgz 32 Villa Coapa","Ciudad de México","IMSS","DFIMS000126","100"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","100"
"Hospital General Ixtlahuaca Valentin Gómez Farías","México","SSA","MCSSA002872","100"
"Hospital General Milpa Alta","Ciudad de México","SSA","DFSSA002066","100"
"Hgz 58 Las Margaritas","México","IMSS","MCIMS000734","100"
"Hgr 2 Villa Coapa","Ciudad de México","IMSS","DFIMS000814","97"
"Hospital General Tláhuac","Ciudad de México","SSA","DFSSA018154","97"
"Hgz 71 Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001124","97"
"Hes Cmn Siglo Xxi","Ciudad de México","IMSS","DFIMS000580","95"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","95"
"Hgz 24 Insurgentes","Ciudad de México","IMSS","DFIMS000225","95"
"Hgz 68 Tulpetlac","México","IMSS","MCIMS000990","94"
"Hospital Central Sur de Alta Especialidad","Ciudad de México","PEMEX","DFPMX000024","93"
"Dr. Manuel Cardenas de La Vega","Sinaloa","ISSSTE","SLIST000085","93"
"Hospital General de Tulancingo","Hidalgo","SSA","HGSSA018000","93"
"Hospital del Niño Morelense","Morelos","SSA","MSSSA002863","93"
"Hospital Regional Villahermosa","Tabasco","PEMEX","TCPMX000014","91"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","90"
"H.g. Valentín Gómez Farías (san Francisco Zentlalpan)","México","SSA","MCSSA018750","90"
"Lic. Adolfo Lopez Mateos","Ciudad de México","ISSSTE","DFIST000201","90"
"19 Tuxtla","Chiapas","SSA","CSSSA009471","90"
"Hospital General Atlacomulco","México","SSA","MCSSA010123","89"
"Instituto Nacional de Cancerología","Ciudad de México","SSA/CC","DFSSA004043","88"
"Hospital de Traumatología Y Ortopedia Doctor Y General Rafael Moreno Valle","Puebla","SSA","PLSSA009394","88"
"Hospital General Xoco","Ciudad de México","SSA","DFSSA003162","87"
"Hgzmf 8 San Angel","Ciudad de México","IMSS","DFIMS000464","86"
"Dr. Dario Fernandez Fierro","Ciudad de México","ISSSTE","DFIST000324","86"
"Hgr 1 Culiacán","Sinaloa","IMSS","SLIMS000131","84"
"Hgz 67 Apodaca","Nuevo León","IMSS","NLIMS000636","83"
"Centro Médico Issemym Lic. Arturo Montiel Rojas Issemym","México","SME","MCSME000921","83"
"Hospital Central Norte","Ciudad de México","PEMEX","DFPMX000012","83"
"Hospital General La Perla Nezahualcoyotl","México","SSA","MCSSA010292","82"
"Hospital de Alta Especialidad de Veracruz","Veracruz de Ignacio de La Llave","SSA","VZSSA006972","81"
"Huejutla de Reyes","Hidalgo","ISSSTE","HGIST000041","80"
"Hg Cm La Raza","Ciudad de México","IMSS","DFIMS000061","80"
"Hospital Militar Regional de Mazatlán Sin.","Sinaloa","SEDENA","SLSDN000016","80"
"Hospital Regional de Alta Especialidad de La Península de Yucatán","Yucatán","SSA/CC","YNSSA013423","78"
"Hospital General de Axapusco","México","SSA","MCSSA014143","78"
"Toluca","México","ISSSTE","MCIST000215","77"
"Hgr 72 Gustavo Baz","México","IMSS","MCIMS000746","77"
"Hgz 1a Venados","Ciudad de México","IMSS","DFIMS000522","76"
"Hospital General de México","Ciudad de México","SSA/CC","DFSSA003973","76"
"Hospital Regional de Alta Especialidad Ixtapaluca","México","SSA/CC","MCSSA018786","75"
"H.g. Chimalhuacán","México","SSA","MCSSA002020","75"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","75"
"Chetumal","Quintana Roo","ISSSTE","QRIST000043","75"
"Instituto Nacional de Neurología Y Neurocirugía Manuel Velasco Suárez","Ciudad de México","SSA/CC","DFSSA004060","75"
"Chilpancingo de Los Bravo","Guerrero","ISSSTE","GRIST000112","75"
"He de La Niñez Oaxaqueña","Oaxaca","SSA","OCSSA001463","75"
"Hes Cm La Raza","Ciudad de México","IMSS","DFIMS000020","74"
"Hospital General de Minatitlan","Veracruz de Ignacio de La Llave","SSA","VZSSA003595","72"
"Hgr 1 Tijuana","Baja California","IMSS","BCIMS000373","70"
"Dr. Patricio Trueba Regil","Campeche","ISSSTE","CCIST000021","69"
"Hospital General de Zona No. 5","Sonora","IMSS","SRIMS000920","68"
"Tuxpan","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000296","67"
"Dr. Daniel Gurria Urgell","Tabasco","ISSSTE","TCIST000063","67"
"Hospital General Tula","Hidalgo","SSA","HGSSA015532","67"
"Apatzingan de La Constitucion","Michoacán de Ocampo","ISSSTE","MNIST000016","67"
"Hospital Regional de Puerto Vallarta","Jalisco","SSA","JCSSA004230","67"
